"","text","score"
"2",no watch game throne i will glad say way young s,1
"3",game throne luther bate motel charm law order svu,1
"6",name time best book movi tv show opinion not individu book i got book seri s,1
"7",name time best book movi tv show opinion best book the davinci code best movi mean gir,1
"8",richard madden robb stark say paid fck time game throne,0
"18",human orphan black sen the good fight game throne honor mention avatar cartoon black lightn,0.666666666666667
"23",grab game throne book free audiobook amazo,1
"24",start game throne rip school work social life,0.5
"25",bodyguard star richard madden hottest actor british tv way,0.5
"28",break bad game throne rick morti the best show earth,0.333333333333333
"31",besid poison ive watch game throne poison kiss and,0
"33",prison break break bad friday night light,0
"35",emilia clark say game throne near ruin her hair,0
"36",game throne graviti fall bob burger santa clarita diet this is us,0
"40",mom hurt im even littl bit interest game throne,0
"42",it either harri potter star war game throne newest garbag marvel flick,1
"43",name time best book movi tv show opinion hmm idk book thing i hate,0.5
"44",name time best book movi tv show opinion still book wave memori jonaxx movi ha,1
"45",you hit mine fresh princ break bad game throne also add friend lls,0.333333333333333
"48",as much id love keep bing harri potter today im sworn brother the night rewatch oath,1
"50",xfile lost game throne the walk dead,0
"53",name time best book movi tv show opinion tbd now say the perk be wallf,1
"55",we tri fight i guy game throne snow ned start rob stark rob first,0
"64",i hope part game throne satisfactori o great,1
"65",game of throne break bad pretti much serious televis drama,0
"67",it if still watch game of throne your life bore,0
"68",name time best book movi tv show opinion book the hobbit movi incept tv show game,1
"70",former game throne star has extrem grim theori about how show end time,0
"73",emilia clark deeproot regret bleach hair mother dragon blond,0
"74",soap marri with children game throne burn allen v,0
"77",it if still watch game of throne your life bore,0
"78",a game throne georg r r martin a clash king georg r r martin a storm sword georg r r marti,0
"82",game throne brooklyn break bad it alway sunni philadelphia black mirror,0
"83",it if still watch game of throne your life bore,0
"85",rick morti the soprano game throne battlestar galactica avatar the last airbend this tough na,1
"87",game throne vampir diari stranger thing how get away murder seri unfortun event,0
"89",name time best book movi tv show opinion never realli read book movi seri star war,1
"90",game throne slow af ass all y nigga lie,0
"91",tytliv game throne more like game drone,1
"92",need new mutual retweet stan dc gotham game of throne harri potter marvel reign skam stranger t,0.5
"93",been watch game throne almost week now i swear im like crave listen theme song weird,0.5
"95",think one biggest flaw fall asleep everi time watch episod game throne,0
"96",game throne grey anatomi the handmaid tale blindspot dark,0
"98",name time best book movi tv show opinion to kill mockingbird brooklyn nine nine game,0.5
"100",game throne ozark walk dead quantico orphan black,0
"101",top game throne star trek ds battlestar galactica all other tie sttng westworld bu,1
"102",game throne break bad last ship prison break the walk dead,0
"103",i love arya from game of throne,1
"104",game of throne battlestar galactica vike rome lost,0
"105",game throne himym pretti littl liar teen wolf la casa de papel,0
