"","text","score"
"1",season premier oct everyth know,1
"2",fear walk dead,0
"4",quot z nation the walk dead crimin mind charact ill say can come yes,0
"5",la de the walk dead v,0
"6",supernatur even sorri friend lost the walk dead person interest extra black book vik,0
"7",and i woken im walk dead im just talk head zombi float rap god,0
"8",we back live the walk dead season chapter,0
"9",we back live the walk dead season chapter,0
"10",top favorit tvnetflix seri futurama stranger thing the walk dead the goldberg south park,0.333333333333333
"11",game throne break bad last ship prison break the walk dead,0
"12",next door neighbor look like rick walk dead,0.5
"13",i ad video playlist the walk dead season episod playthrough part xbox one,0
"14",honor mention the walk dead preacher jane virgin,0.5
"15",i like video the walk dead i evil possibl,0.333333333333333
"16",colman domingo break fear walk dead direct debut,0
"17",the walk dead the final season episod ps xbo win die ira amant ament jp switch dragalia lost android io,0.25
"18",game throne black mirror orang new black fear the walk dead brooklyn nine nine,0
"19",the walk dead democrat parti feel power melt away they shriek it burn red trump tsunami rise,0.25
"20",honour mention go friend famili guy break bad the walk dead father ted,0
"21",season premier oct everyth know,1
"24",season premier oct everyth know,1
"25",ok i just now start watch season the walk dead i stop watch season ish star,0
"26",supernatur the walk dead doctor who xfile v tos,0
"28",fear walk dead season power rank week twelv,0
"29",melhor séri que assisti até agora s show desper housew break bad black mirror skin grey,0
"32",meanwhil week episod the walk dead rick get big surpris,0
"33",the walk dead what went wrong with this show,0
"34",the walk dead end got mess in feel,0
"35",ok i just now start watch season the walk dead i stop watch season ish star,0
"37",look like daryl get new best friend season,1
"38",doctor who game throne the walk dead boy meet world darkw duck,0
"39",colman domingo teas realli big bad also good bit hope,0.5
"40",meanwhil week episod the walk dead rick get big surpris,0
"41",i ad video playlist the walk dead the final season episod we sent that man to,0
"42",next the walk dead,0
"43",rais hand miser end new telltal walk dead episod thirsti tha,0
"44",the offic walk dead downton abbey longmir grace franki,0.5
"45",damn hard buffi the walk dead battlestar galactica american dad honor men,0.25
"46",rais hand miser end new telltal walk dead episod thirsti tha,0
"47",next the walk dead,0
"48",were third batch general putin expeditionari forc the first two batch kill he keep send,0
"49",mirth today walk deadhilari this chick realli annoy last seasonunsupervis,0
"50",greet thot whomst wanna mutual rt u stan marvel mcu deadpool tom hiddleston,1
"52",i like video the walk dead full season all cutscen remast collect telltal game,0.5
"53",name time best book movi tv show opinion seri unfortun event readi player one f,1
"54",park rec specif everi scene ron swanson seinfeld save bell the walk dead home improvem,0
"55",i vote michonn rick the walk dead would rather save michonn rick relationship or daeneri j,0
"56",meanwhil week episod the walk dead rick get big surpris,0
"57",walk dead se,0
"59",next the walk dead,0
"60",the walk dead t shirt men larg negan slugger lootcrat zombi s,0
"62",the walk dead comic punk rock zombi seri mcfarlan toy new loos,0
"63",the walk dead seri action figur mcfarlan merl zombi new,0
"64",althea sick fade fast watch latest episod now,0.5
"65",i think zombi apocalyps alreadi happen the walk braindead evil soul eat liber,0
"66",charm supernatur the walk dead mash monti python,0.5
"67",weak latest transfix episod come s stir al,0
"68",michonn daughter elodi serious danger month new get exclus preview befor,0
"69",yoo just time then next month walk dead,0
"70",all done back fuck walk dead televis show show engag buri your gay trop,0
"71",feartwd weak latest transfix episod come s stir,0
"72",i like video parodia clementin llega la pubertad the walk dead,0.5
"73",rais hand miser end new telltal walk dead episod thirsti tha,0
"74",faixa preta walk dead gincana,0
"75",i like video clementin a mom now the walk dead the final season episod part,0.5
"76",ive watch first season walk dead day im obsess,0
"77",all done back fuck walk dead televis show show engag buri your gay trop,0
"79",racer take littl atlanta on jackson st bridg scene walk dead,0
"80",join exclus dead univers club tonight talk directori,0
"81",the walk dead,0
"82",twitch livestream the walk dead season ep a hous divid xbox one watch chris mrrevan make lif,0
"83",fear walk dead weak review you wont be who you were post,0
"84",jesus walk tomb everyon thought dead,0
"85",queer the walk dead,0
"86",dude tryna look intimid imit negan the walk dead,0
"87",all done back fuck walk dead televis show show engag buri your gay trop,0
"88",all done back fuck walk dead televis show show engag buri your gay trop,0
"89",telltal releas first look the walk dead the final season second episod,0
"90",icymi there are more nightmar to come in the walk dead the final season,0
"91",fear walk dead also i obsess i heard,0
"92",i love this show so mani great line along stori li,1
"93",i won build tomorrow achiev the walk dead a new frontier win po,0.666666666666667
"94",previous amc the walk dead,0
"95",all done back fuck walk dead televis show show engag buri your gay trop,0
"96",dead man walk best soundtrack ever ever,0.5
"97",the walk dead season one switch,0
"98",colman domingo teas realli big bad also good bit hope,0.5
"99",the walk dead the final season gameplay first look,0
"100",estou assistindo fear walk dead x weak,0
"101",all im see someon point heavi finger someon interrupt senat,0
"103",all done back fuck walk dead televis show show engag buri your gay t,0
"104",the idioci left stagger mindless soul walk dead zombi total evil,0
"105",rais hand miser end new telltal walk dead episod thirsti tha,0
"106",next the walk dead,0
"107",grab fear walk dead x peopl like us hdtvp,0.333333333333333
"108",you gotta know i watch shit walk dead i mfs go woke earli morn i ona look,0
"110",look like daryl get new best friend season,1
"111",the walk dead the final season,0
"112",bruh like favorit charact walk dead seri,0.5
"113",the walk dead,0
"114",colman domingo teas realli big bad also good bit hope,0.5
"115",rais hand miser end new telltal walk dead episod thirsti tha,0
"116",greet thot whomst wanna mutual rt u stan marvel mcu deadpool tom hiddleston,1
"117",the walk alon dead,0
"118",barraca beijo walk dead shadowhunt la casa de papel e grey anatomi,0
"119",colman domingo teas realli big bad also good bit hope,0.5
"120",fear walk dead weak s review,0
"123",the walk dead fell much even consid list,0
"124",i go walk dead tomorrow,0
"125",rais hand miser end new telltal walk dead episod thirsti tha,0
"127",i ad video playlist the walk dead the final season your still littl,0
"128",ho iniziato fear walk dead lo amo,0
"130",thing actual look good wholesom even built walk dead still make s damn anxious notj,0.25
"131",miss panel never fear we first look episod two the walk dead the final season suf,0
"132",the walk dead showrunn angela kang explain the pressur to give rick the proper sendoff,0.5
"134",the walk dead showrunn angela kang explain the pressur to give rick the proper sendoff,0.5
"135",suggest jrpg final fantasi xv good assassin creed origin fun wit,0.666666666666667
"136",meanwhil week episod the walk dead rick get big surpris,0
"137",the walk dead no man land,0
"138",the walk dead game season episod trailer telltal new,0
"140",doctor who black mirror break bad the big bang theori the walk dead,0
"141",michonn daughter elodi serious danger month new get exclus preview befor,0
"142",the walk dead,0
"143",the walk dead a new frontier epispod one full game gameplay,0
"144",jesus walk tomb everyon thought dead,0
"146",he saw black boot poke behind bush walk closer leflor saw boot worn,0
"147",it okay point becaus like time peopl say riddl joke ask ma,0.5
"148",unchart last us life strang fallout new vega tale borderland walk dead,0
"149",dead fish walk,0
"150",will rick actual see some happi the walk dead season tv guid,0
"151",will rick actual see some happi the walk dead season tv guid,0
"152",it big frustrat show like game throne walk dead spoil onlin long,0.333333333333333
"153",rais hand miser end new telltal walk dead episod thirsti tha,0
"154",check broadcast playstat the walk dead the telltal seri collect live,0
"155",the walk dead,0
"156",i vote michonn rick the walk dead would rather save michonn rick relationship or daeneri,0
"157",the best part septemb s s almost octob mean s almost time season w,1
"158",fear walk dead se sneak peek a friend convers ro,0
"159",vampir diari supernatur walk dead,0
"160",the leftov hannib the walk dead mad men daredevil,0
"161",walk dead,0
"162",i love im walk dead babi squirrel ground thank marbl,0.666666666666667
"163",miss panel never fear we first look episod two the walk dead the final season suf,0
"164",the walk dead falo msm,0
"165",someon gotta game share season the walk dead game,0
"167",scoobi doo zombi island gt walk dead,0
"168",goldbridg becom self awar gonna like the hoff got joke dead meme walk,0.333333333333333
"169",icymi telltal the walk dead the complet first season come nintendo switch,0
"170",work nurs home tonight feel like walk dead they zombi walk tri t,0.666666666666667
"173",fear walk dead se sneak peek a friend convers ro,0
"174",the walk dead fell much even consid list,0
"175",next the walk dead,0
"176",jeffrey dean morgan as lobo make it happen on krypton if the walk dead star jeffrey dean morgan want play,0
"177",exclus fear the walk dead season scoop interview with jenna elfman,0
"178",ok i just now start watch season the walk dead i stop watch season ish star,0
"179",it telltal tuesday alreadi wowzer live min chapter the walk dead see,0
"180",rais hand miser end new telltal walk dead episod thirsti tha,0
"181",the walk dead,0
"182",garbag peopl jadi minc the walk dead,0
"183",doctor who histori channelgreen arrow the walk dead the coloni,0
"184",make debut fall,0
"185",meanwhil week episod the walk dead rick get big surpris,0
"186",the us offic communiti lost rock the walk dead,0
"187",fear walk dead se sneak peek a friend convers ro,0
"188",t the offic the walk dead seinfeld bob burger,0
"189",buffi still nr supernatur walk dead,0
"190",check the walk dead zombi tshirt new amc horror lg tv show un dead pop cultur,0
"191",smash bros majora mask the last us the walk dead telltal seri metroid zero mission bon,0
"192",will jane read fabl comic will read the walk dead,0
"193",onc find someon like the walk dead immedi becom befriend,0.5
"194",rais hand miser end new telltal walk dead episod thirsti tha,0
"195",honour mention grey anatomi dr who hero sabrina the walk dead,0.5
"196",i never thought id day im walk groceri store i man lean car when i get c,1
"198",everyon keep freak crossov tekken the walk dead seen fighter t,0
"199",name time best book movi tv show opinion book the art war movi find nemo tv show,1
"200",rais hand miser end new telltal walk dead episod thirsti tha,0
"201",telltal reveal new footag episod the walk dead the final season,0
"202",i ad video playlist the walk dead s episod pss playthrough part salvat,0
"203",the walk dead s episod pss playthrough part salvat,0
"204",person of interest the mentalist how to get away with a murder desper housew the walk dead im sorr,0
"205",me watch fear walk dead,0
"206",the walk dead s episod pss playthrough part loss,0
"207",i ad video playlist the walk dead s episod pss playthrough part loss,0
"208",i just watch fear walk dead x the code,0
"209",the walk dead mug color chang heat sensit ceram coffe mug coffeemug,0
"210",agent shield gotham the walk dead riverdal shadowhunt,0
"211",the walk dead hous card american horror stori empir one tree hill,0
"212",rais hand miser end new telltal walk dead episod thirsti tha,0
"213",that good broken heart look broken shatter floor fig,0.25
"214",i like harri potter walk dead one,0.5
"215",walk dead,0
"216",suffer children premier this month have play the walk dead the final season yet,0.333333333333333
"217",game throne vike us walk dead offic,0
"218",fear walk dead season episod weak recap,0
"219",rais hand miser end new telltal walk dead episod thirsti tha,0
"220",the walk dead issu,0
"221",the walk dead final season part,0
"222",twitch livestream the walk dead season ep all that remain xbox one watch chris mrrevan make li,0
"223",eltingvill comic book club jojo diamond unbreak vento aureo clerk comic the walk dead,0
"225",onli five week until the walk dead is back were final stretch road season hold fam almo,0
"226",hes stare walk dead next month one lead hord liber brain,0.5
"227",meanwhil week episod the walk dead rick get big surpris,0
"228",i like carlson he tell fact truth dont watch opinion show much got show i record,1
"229",hello will ever go back by way good fear walk dead,0.333333333333333
"230",exact just got watch walk dead gonna start dexter next live booni tough,0.5
"231",i like video das best aus the walk dead wir ranken all staffeln,0.666666666666667
"233",to omg the walk dead made mistak cut wrong eye peopl do think dumb he look mirror,0
"234",what expect the purg tv show the walk dead juggalo instead zombi thepurg,0
"235",anyon h love walk dead game yknow just realli fuck love art mani good charact,0.6
"237",colman tweet fear walk dead se sneak peek a friend convers ro,0
"238",doctor who peep show game of throne the walk dead friend,0
"239",i like video new the walk dead teaser may hint at rick death,0.333333333333333
"240",i dead ass got three shep one time i walk car like class three diff,0.5
"241",horizon zero dawn the last us life strang the walk dead unchart,0.5
"242",how possibl end walk dead seri stori,0
"243",the walk dead prison break,0
"244",grey anatomi the walk dead pretti littl liar orang is the new black the,0
"245",the walk dead ou game of throne,0
"246",snowpierc walk dead alum steven ogg to recur in tnt drama,0
"247",name time best book movi tv show opinion the walk dead i addict,0.333333333333333
"248",miss panel never fear we first look episod two the walk dead the final season suf,0
"249",walk dead hero law order svu the last ship,0.5
"250",i american horror stori versaill seyit y sura frontier the punish between the mist,0
"251",here the finish draw rick grime andrew lincoln the walk dead just the walk dead wit,0
"252",i alway say im happi i real lash y look like walk dead without,0.5
"253",it show like els will fail miser they exploit evil walk s,0.2
