"","text","score"
"5",actorstuntman investig we love rick mccallum,1
"6",actorstuntman investig we love rick mccallum,1
"7",so i recent rewatch halloween iii season witch end realli amus like five fuck minut strai,0.5
"8",i sad loss mean re his daughter gun dow,0
"10",to hell nike i will never wear anoth nike product i will never watch nf,0
"12",his movement smooth suav gosh stuntman soo,1
"13",i pair nike shoe i will burn tonight i will never buy anoth product,0
"14",you mean presid has not been indict he hasnt done anyth wrong great presid,0.5
"15",look pathet tri postpon hear today it awesom see fail stup,0
"17",becaus s good actor stuntman,1
"20",his movement smooth suav gosh stuntman soo,1
"25",nah rememb brake screech handbrak turn ala lee major the unknown st,0
"27",if cant kind quiet,1
"29",wow convo cring,1
"30",good luck,1
"31",when u learn turn negat posit will alway win,1
"32",whew i wonder convers,1
"33",listen stuntman episod kyle fuck dark shit jesus hussein christ,0
"40",stop use troop excus burn nike shit im scapegoat im gonna sit continu t,0
"43",bob may born year ago today new york citi actor stuntman lost space robot,0
"44",stall acus duli elect presid trump presid suck,0.333333333333333
"45",quit stall get confirm suprem court nomine your basi stall total,0
"48",i like video gak pake stuntman bohemian rhapsodi cover,1
"49",lane ethan pretti opposit person this work comed effect also bigger,1
"50",we proud announc first swap system allow swap fast easi all,1
"51",i like video stuntman ignit let play part aftershock no commentari,1
"53",veri nice pic,1
"56",cool,1
"59",lmao hahahaha stuntman real pizza perfect hazeldean place thought joke,0.5
"60",then box skill,1
"62",yeah i know weird trekki star war fan i also greas fanat tng,0
"65",his movement smooth suav gosh stuntman soo,1
"66",weve got coffe and free come get roast stuntman stu angi tomorrow broadcast,1
"71",weve got coffe and free come get roast stuntman stu angi tomorrow broadca,1
"72",im good just studi much i can better programm thank ask,1
"78",the stuntman jump everytim fell,0
"79",benson pleas straighten liar harf she said trump call nfl player sob sa,0.4
"81",harf constant lie trump racist you zero evid you lie,0.25
"83",harf said trump call nfl player kneel sob said refer,0.5
"84",after thirti year actual blood sweat tear insan thrill stori stuntman brother eddi braun,1
"85",harf constant lie trump you constant call trump racist proof you reli l,0.5
"87",like retweet repli best luck,1
"89",how social injustic law suit oppress go oh wait that get ur job back,0
"92",his movement smooth suav gosh stuntman soo,1
"93",reel real feat the mad stuntman i like move it,0.666666666666667
"94",bob may born year ago today new york citi actor stuntman lost space robot,0
"95",his movement smooth suav gosh stuntman soo,1
"96",your stuntman pander fool the militari flag countri we cou,0
"97",no regret,0
"100",ooooppsss forbidden one forbiddenfruit,0
"101",follow everyon like,1
"102",his movement smooth suav gosh stuntman soo,1
"104",his movement smooth suav gosh stuntman soo,1
"106",his movement smooth suav gosh stuntman soo,1
"110",follow everyon like,1
"111",trick shot stuntman mayb feel like beyond impress someon or feel li,0.666666666666667
"112",make sure tune monday septemb th season fun one,1
"114",dude i right his name iko uwai and indonesian actor stuntman fight choreograph,1
"117",hollywood stuntman love hunt,1
"118",dude i right his name iko uwai and indonesian actor stuntman fight choreograph,1
"121",happi th birthday beauti talent the icon undeni talent becom one music bi,1
"122",mba graduat join milit kashmir owl baba jump say result unemploymentmodi blame then came clar,0
"124",what year colleg first semest freshmen well technic im freshmen but credit wise im sophomor,1
"125",the guy left look like year,1
"127",it amaz s s almost year muthafuck mad kaepernick kneel still want d,0
"128",pleas help,0
"134",high fall boomerang weekend,0
"135",i like video bailey rich foreal feat stuntman,1
"140",exarmi freerunn stuntman mat lose foot horror motorcycl crash,0
"141",news feed exarmi freerunn stuntman mat lose foot horror motorcycl crash,0
"142",exarmi freerunn stuntman mat lose foot horror motorcycl crash,0
"143",that real scout right,1
"144",bob may born year ago today new york citi actor stuntman lost space robot,0
"145",bob may born year ago today new york citi actor stuntman lost space robot,0
"148",cool,1
"150",show exampl racial inequ countri show perfect system,1
"151",if face nike compani doom good riddanc i say nike alway,0.5
"152",nike absolut worst the shoe dont fit right low qualiti made u,0.5
"153",nike absolut worst the shoe dont fit right low qualiti mad,0.333333333333333
"154",nike absolut worst the shoe dont fit right low qualiti mad,0.333333333333333
"155",mec random qui ador les licenc paperboy train simul stuntman et day defeat,1
"156",i will never wear nike product ever im protest nike after s st amend right,0.5
"157",total boycot nike after protest right s patriot right fuck nike,0.6
"158",it great fun thank nomin andrea,1
"162",follow everyon like,1
"165",what talent can give stuntman run money keep spirit,1
"166",follow everyon like retweet,1
