"","text","score"
"3",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"4",ive also conclud s someth face mask whether wnba nba generat super human,1
"5",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"6",i like video my build is juic nba k mycar,1
"7",me are guy gonna call travel jame harden year nba ref,0
"10",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"14",nba young boy said im cool alon realli wish i felt,1
"17",one lethal point shooter game ever seen ray allen head hall fame,0.5
"19",rt think zion will win futur nba dunk contest,1
"20",nba k legendari surpass anyth i ever ask great apart r,1
"27",im disrespect disrespect,0
"32",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"34",lospollostv nba k giveaway enter like rt follow tag f,1
"37",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"38",congratul candic dupre earn communiti assist award month august,1
"40",face scan nba k id like formal request charact teach folk work ju,1
"41",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"50",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"51",nascar heat ps xbo win nba live ps xbo snk heroin tag team frenzi ps switch,1
"55",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"60",i like video a dream come true i got my face scane into nba k,1
"67",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"70",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"74",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"77",lospollostv nba k giveaway enter like rt follow tag f,1
"79",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"80",never forget greatest fight nba histori,1
"81",lospollostv nba k giveaway enter like rt follow tag f,1
"84",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"90",wow look nba player flash white power hand sign should disqualifi immedi,1
"92",did know grant hill was lead allstar votegett st season nba mj shaq was rd,1
"95",one lethal point shooter game ever seen ray allen head hall fame,0.5
"97",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"104",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"106",lospollostv nba k giveaway enter like rt follow tag f,1
"107",get insid listen senior produc erick boenisch ahead he break gameplay improv chang mygm,0
"111",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"113",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"116",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"119",lil babi better nba dont,1
"121",i like video lil uzi vert introvert wshh exclus offici audio,1
"122",nba young boy said im cool alon realli wish i felt,1
"123",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"125",y ever class frfr pay attent still lost,0
"129",lospollostv nba k giveaway enter like rt follow tag f,1
"130",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"131",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"134",im shake nba k nbak,0
"135",so mani good sport option tonight remot control get workout,1
"136",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"138",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"139",best point guard in prelud nba k demigod that nobodi know about dribbl god,1
"140",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"141",watch the top bounc pass inducte jason kidd,1
"146",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"147",orlando magic hypothet trade packag involv nikola vucev,1
"151",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"152",one lethal point shooter game ever seen ray allen head hall fame,0.5
"154",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"155",tomorrow enjoy special sit interview coroy basketbal hall fame induct,1
"157",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"162",on monday former basketbal player time allstar traci mcgradi golden state shoot guard,1
"170",now sneak white guy nba,0
"171",i said better nike brand base rebellion start back day make mj face,1
"172",face scan nba k id like formal request charact teach folk work ju,1
"179",mouth smart asf hell shock sometim,0.333333333333333
"186",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"191",whos got a nba live or nba k code will great appreci i get one b,1
"194",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"197",hoodi season right block,1
"200",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"202",jason kidd x champion nd time steal assist enshrine andrew,0.5
"203",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"207",onc backcourt mate now togeth best jason kidd steve nash assist,1
"208",good night basketbal go tonight game s trip espn right,1
"210",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"211",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"216",i like video nba k top ankl break dribbl god archetyp,0.666666666666667
"218",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"219",brandon goodwin sign to train camp roster former dunk citi standout ink deal practic squad,1
"222",sinc k just put me in the game and im just a nice person lol im gonna give away two copi on nba k everynight u,1
"224",wow look nba player flash white power hand sign should disqualifi immedi,1
"232",face scan nba k id like formal request charact teach folk work ju,1
"234",it win go home trip line right now espn,1
