"","text","score"
"2",the mimic held miracl mile fall back observ fight kaiju the last jaeger posit its,0
"3",cant believ won last match blade stranger fled state smh,0.5
"4",oh man super behind last season seen w snail ooo think ryukifaiz,1
"5",cant believ won last match blade stranger fled state smh,0.5
"6",that link landmark articl direct world attent problem wind tur,0
"8",that link landmark articl direct world attent problem wind tur,0
"9",that link landmark articl direct world attent problem wind tur,0
"10",cant recommend tractor follow our last one last year fell apart,0.5
"11",or mayb the last blade ratchet clank grand tourismo super mario sunshin kirbi tripl delux,1
"12",ive want tri make prop sever year now got first shot,0
"16",christoph lee dracula i like blade and cours lost boy vampir last,0.5
"18",printmak isnt bad carv part kinda fun just gotta care blade tholast time tri i got cut tt,0.5
"20",shes gonna last blade i s rank most caus ll funni also i dont wanna mess cook,0
"21",last stardust fatestay night unlimit blade work english cover love seri,1
"23",tbh smartest move snk not bring new kof kof crowd seri too mani peopl,1
"25",all ugli wonder thing crash into me the assassin blade actual th,0.333333333333333
"26",all ugli wonder thing crash into me the assassin blade actual,0.333333333333333
"27",exact garou the last blade much better option,1
"28",im just remind folk last year colin kaepernick top nfl jersey sale despit,1
"30",that what happen scene end last crusad still give nightmar killer li,0
"31",yeah intern version metal slug game japanes version kof samurai showdo,0
"34",onli day homecom the steel blade classic alumni vip experi alreadi sold out miss vip ticket,0.5
"35",cassini last imag enter saturn atmospher burn,0
"37",master now temper last sacr flame blade final reveal true form,0.5
"38",master now temper last sacr flame blade final reveal true form,0.5
"40",final got around watch blade runner last night i thorough enjoy missus she s,1
"42",veri excit new snk game announc i hope s last blade samurai showdown sequelsnk,0
"44",would weird vang swap blade runner chariot fire soundtrack last minut,0
"46",soul bladesoul edg silent hill beam saber final fantasi x mass effect the last us,1
"48",top movi castl sky blade runner brazil speed racer enter void antichrist miami vice,0.5
"50",last razor rust decid shave one tini blade one impati complet,0
"51",go go show general sinc tv doesnt fulli encompass fateunlimit blade work homesta,1
"52",the one launch noc well three hit nocgyro,1
"53",if i expand movi tast thing d star war blade runner die hard the prestig the las,0
"54",go go show general sinc tv doesnt fulli encompass fateunlimit blade work hom,1
"55",mmm i disagre i though iw bland bore tlj complet mess my fave movi o,0.25
"57",samurai showdown mark wolf last blade mehn,0
"59",i hope glad i help my last cosplay less slutti sonya blade,1
"61",great job last year i convinc earlier glass blade big step htt,1
"62",franchis i repres well i last play blade stranger i guess im helen heroic tw,0.666666666666667
"63",life strang the last us red dead redempt citi skylin mount blade warband,0
"64",hahahaha yes goe batshit like s last blade grass earth thing actual,1
"65",grand budapest hotel alien blade runner star war the last jedi the handmaiden,1
"67",raider lost ark templ doom the last crusad blade runner wargam,0
"68",he breath heavili saw finger widen let blade come pure naus,1
"70",widow trailer look awesom like last ocean film joke hollywood realli make heist film mo,0.5
"72",widow trailer look awesom like last ocean film joke hollywood realli make heist film,0.5
"73",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"74",holi shit i forgot this just last year oh,0
"75",i think may new last blade word dawn tie seri either ss garou,1
"76",the blade legend song i feel power cours at last sword hand lay calm come myst,1
"77",the witcher the last of us mount blade rainbow vega metal gear solid,1
"79",absolut agre never end embrac wonder technolog last d,1
"81",i think may new last blade word dawn tie seri either ss garou,1
"83",do guy inform certain k blue ray dont work xbox one x both sta,1
"84",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"85",exclud top tomba the last blade digimon world dusk wizardri the sagara famili,1
"86",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"87",if huge fan snk classic like garou last blade samsho hope new snk gam,1
"89",while snks staff like sinc new manag i think new owner mor,1
"91",that link landmark articl direct world attent problem wind tur,0
"92",we got shirt right now citi prospect logo joe blade the prospect jonathan ray judo jack sand,1
"93",hot mom top list fanart drawww i just last learn blade marmora outfit,1
"94",what dawn rise a new chapter kof a new dawn snk ngbc a new dawn moonlit swor,1
"96",along point break essay just fantast written movi i love lot i rewat,0.5
"97",that link landmark articl direct world attent problem,0
"99",mari antoinett blade runner etern sunshin spotless mind indiana jone last crusad practic magic,1
"100",idk last blade popular end snk titl even like retr,1
"101",new snk game come peopl claim samurai showdown possibl style i dont real,0
"102",im today but s last day deal famili matter im back grind come mond,0
"103",i just watch blade last night first time dont know took long that movi right,1
"107",today last day get stylish highperform mohu blade antenna upgrad celebr fr,1
"108",the last thing ever go smile die armitag hux au serial killer det,0.333333333333333
"109",the last thing ever go smile die armitag hux au serial killer det,0.333333333333333
"110",those green look bake i know read green well last tourney think like,1
"111",nah can old one broken blade ive lazi replac,0
"112",record last three sailor moon s tutori today well fourth thank you video communiti,1
"113",buen hilo your i need de mötley crüe siempr pareció terribl the blade knife face away yo,0
"114",onli day homecom the steel blade classic alumni vip experi alreadi sold out miss vip,0.5
"115",what best way spend labor day let give aural pleasur list,1
"116",tell joke friday the last time i block parti i watch someon get hit face ro,0
"118",yeah away spine shoulder blade i think fan blow last night oh well,0.5
"120",blade runner gangster squad the magnific seven the foreign rush hour,0
"121",fui ler sobr develop hell e deparei com isso aqui a third the last blade game sequel garou mar,0
"122",nikita dragun look like grudg ang last airbend sex doll ai blade runner such,1
"123",la suit dune des licenc suivant metal slug the last blade twinkl star sprite doubl dragon,0
"125",so dream last night pretti wild i blade fight oppon got hold dagger,0
"126",i agre put nick last i think will work well nick much fun tbh tank full lumi,0.75
"127",broke halflif woke the last blade,0
"129",if last blade twilight samurai last blade dawn,1
"133",mick the blade last winner quarter final let go semifin develop strategi support f,1
"135",the font aesthet remind vivid last blade,1
"140",well good came turn tv caught blade runner just jare last scene,1
"142",oh sweet and much multipl announc minut ago but short wishlist game i,1
"144",a new dawn rise i mean take liter land rise sun,1
"146",mfg last blade player earth trash player trash game,0
"147",bore work question what film film say last year y,0.5
"149",god the last blade game fuck good,0.5
"150",i just watch straight episod kamen rider damn it easili best first arc ri,0.5
"151",hi mr lodg pleas visit refuge theyv confin,0
"153",hi mr lodg pleas visit refuge theyv confi,0
"154",i hope either samurai showdown the last blade or even hope capcom vs snk,0
"155",joke snk announc samurai showdown woke snk announc the last blade broke snk announc aggresor the dark combat,0
"156",my mom brother cousin nephew sister friend husband brother work snk told new,1
"160",the last remnant demis decay slowli within sword someon must stay behind watch blade,0
"163",peopl cheat peopl chees i total cheeser,0
"164",he check babi monitor work snuggl closer yoongi night give one last sweet kiss yo,1
"168",my offic tonight the good lord sure work mysteri way he time after blade,1
"169",im tri get last blade i need dlc azami s pain,0
"173",if re put gore subtitl may dig blade immort a samurai haunt murd,0
"176",me i know ill weekend ill work shop dewalt haha that last screw tedious,0.5
"177",shame didnt watch last season least video as team u just wrote us mistak,0
"178",huh i rememb get patch blade stranger last night ill leav balanc check,0
"181",well u mack jersey u take rzr blade tear mack put last nam,1
"182",lawnmow didnt spit cant find anywher either stuck somewher back,0
"183",i was not asshol i scare you winchest archangel blade exact pu,0
"185",sad like adk charact like jann kisarah samurai shodown kiz,0.666666666666667
"188",in order releas john wick chapter logan babi driver alien coven wonder woman war t,1
"189",i think last film i saw parent blade runner im sure thought like anoth,1
"190",last person retweet like get code,1
"195",see pictur last night codi packet reign last year too bad wrestl,0
"201",dure last night pax stream got first look wild card outfit tune tonight pm pt ht,0
"206",p lock wing car last night get give midget anoth go tonight,0
"211",last time i line edg knife blade fact,0
"213",it month sinc last relaps im realli hard time keep blade arm fuck,0
"215",it favorit movi wonder woman close second watch blade runner first t,1
"216",it month sinc last relaps im realli hard time keep blade arm fuck,0
"241",torna fill last three blade spot i will mild angri annoy,0
"242",wouldnt nice never wear heavi chaffi i solut,1
"246",thank repost articl clear ask reappli chose go new coach i b,1
"249",gave ax demolit blade bit workout week admit impress,0.5
"251",she click submit a knock door she answer five peopl stand wait stranger familiar they smi,0
"252",wont last like forev she yell instant dodg long sharp blade head aya,1
"253",lmfaooo nahhh i i just mad quiet hmmm id realli think caus i h,0.5
"254",this time time knew he turn side blade shield the magic attack still f,0.5
"259",well u mack jersey u take rzr blade tear mack put,1
"260",thank repost articl clear ask reappli chose go new coach i b,1
"263",protect wield across side gleam bind blade went unscath even extinguish last fl,0.5
"265",here leader last free nation europ take public transport easi reach knife blade,0.5
"266",some sequel better the empir strike back the return of the king reveng of the sith the forc aw,0.5
"267",great job last year i convinc earlier glass blade big step htt,1
"269",last minut forget buy merch dont fear come museum,0
"270",i rewatch blade runner last night time d man s got one best exampl d yet,1
"272",not last blade grass freed suffer,0.5
"273",must disband what good can come committe like derek hanekom pravin go,1
"274",bro like lot peopl didnt scream last year sophomor got couldnt get year,0.5
"275",well first time ive ever felt retroact useless my dad chang blade lawn mower,0.5
"276",thank repost articl clear ask reappli chose go new coach i b,1
"277",the last blade est mort breakout cest trop bien bulli mon aesthet jouez dino crisi top gear top racer n,1
"281",i still need read one assassin blade last book come,0
"282",thank repost articl clear ask reappli chose go new coach i b,1
"284",thank repost articl clear ask reappli chose go new coach i b,1
"285",thank repost articl clear ask reappli chose go new coach i b,1
"287",thank repost articl clear ask reappli chose go new coach i b,1
"288",this littl shit liter last torna blade come home exclud mikhail ofc,0
"289",thank repost articl clear ask reappli chose go new coach i b,1
"291",you got i clue he wrestler now actor marvel film well,1
"292",thank repost articl clear ask reappli chose go new coach i,1
"295",he massiv reason goalkeep depart strong focal point sq,1
"296",wouldnt nice never wear heavi chaffi i solut,1
"299",play first section it feel like old game save pig except,0.5
"300",rewatch blade runner last night morn i think will go one greatest s,1
"301",i stop core grind stori get chapter i decid go back,0
"302",might best moment blade one best perform across board last week w,1
"304",i made tori dad watch blade runner theater last year he hate he joke refer t,0
"305",might best moment blade one best perform across board last week w,1
"306",the pubg bus roll pax west one last stop epic summer tour rt now chanc win trick bus t,0.5
"307",the curtain rais last with artob fund half time allot great deal talk af,1
"308",the curtain rais last with artob fund half time allot great deal talk,1
"310",might best moment blade one best perform across board last week w,1
"311",might best moment blade one best perform across board last week w,1
"312",great job last year i convinc earlier glass blade big step,1
"314",might best moment blade one best perform across board last week,1
"315",question best holi shit kill pg movi last ten year for money either th,0.333333333333333
"316",stab blade dirt ryuko huf time look exhaust ccrap tire it realli kick,0
"319",agre also i got lucki enough isl dog last month best movi there also blade runner,1
"321",my pal scott monson great interview sportslin morn despit lose orion last night sa,0.5
"324",blade runner lot last cod game ive play boy one worst launch,0
"328",capitalist communist blunt blade contradict resolut taken gauteng anc structur recent last month du,0
"329",your ugli aliv just die and beast roar blast energi wave,0
"337",capitalist communist blunt blade contradict resolut taken gauteng anc structur recent last month du,0
"338",capitalist communist blunt blade contradict resolut taken gauteng anc structur recent last month du,0
"339",capitalist communist blunt blade contradict resolut taken gauteng anc structur recent last month du,0
"340",honest just roll blade mcu chang that trilog dope even last one,0.5
"341",must disband what good can come committe like derek hanekom pravin go,1
"343",must disband what good can come committe like derek hanekom pravin go,1
"346",i live i live i weird stuff rutger hauer say saw blade runner,0
"348",they beyond embarrass last week are call kelli leak san bernardin,0
