"","text","score"
"2",trillan the new hero dutert done just like coward trip abroad treacher revok,0.666666666666667
"4",whi i turn back futur quick turn channel foreshadow power love,1
"6",after take back hous mayb senateth impeach trial can comm,0
"8",pleas contribut post hack start new year,0
"13",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"16",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"17",it truli great brett kavanaugh support women life but stop rule roll b,1
"18",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"19",ah i well may god bless futur endeavor will bring back classroom,1
"20",back home amaz first session brilliant anthoni te,1
"23",top favorit movi back futur angus the empir strike back hous hot fuzz,0.666666666666667
"35",hi andrea im glad like art enough repost pleas keep mind give proper credit super impor,0.833333333333333
"38",back home back grind dream futur possibl,0
"40",capverto public ico live our prepaid card program reward cap cash back join us today bank t,1
"41",bros pleas come back home soon help naija public school kidsteensyoungst nearest futur the dru,0
"42",tri ban us even stop uwec grind rha back readi new era the futur uwec ho,0
"45",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"46",i just join labour parti show full support leader futur pm enough,1
"47",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"56",i just join labour parti show full support leader futur pm enough,1
"57",onli dead fish flow current the one aliv swim upstream fight current we made choic speak,0
"58",i just want send gracious thanksgiv servic go keep give back,1
"60",yes back moon stay thank paul spudi thank privat sector compani like know,1
"64",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"66",i just join labour parti show full support leader futur pm enough,1
"70",it truli great brett kavanaugh support women life but stop rule roll b,1
"74",furious leader endors back,0
"78",i never get marri unless fiancé futur wife i success enough enough money save,1
"83",educ everi face heart hold hope ancestor communiti trust parent potenti,1
"97",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"99",back futur the day death pandemuerto,0
"100",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"101",adam lichtstein look like leader realli strong fullback he one futur bell,1
"110",educ everi face heart hold hope ancestor communiti trust parent potenti,1
"111",i won achiev back futur the game th anniversari edit point,1
"112",i will turn back problem i will face i will embrac overcom creat,0
"115",we look back histori wonder nobodi anyth stop holocaust time futur generat will think,1
"117",honest feel bad peopl believ re come back like aint happen t,0.666666666666667
"120",while feder administr deni evid climat chang roll back environment protect conti,1
"123",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"124",im convinc now ever trump actual b,1
"127",thank make great effort tri get back club howev money issu good,1
"130",i vote back futur greatest summer blockbust,1
"132",sad ive kind given polit sinc i havent seen near much progress made,0.5
"135",you futur logician base statut limit jew right t,0.5
"136",love back futur,1
"137",excit welcom year school student back imperi follow communiti healthcar work experi pl,1
"142",excit welcom year school student back imperi follow communiti healthcar work experi pl,1
"147",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"148",in move surpris one revert back morn practic forese futur,0
"149",i vote jurass park greatest summer blockbust,1
"150",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"151",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"152",good luck student go back school week with next generat alberta futur look bright,1
"153",it truli great brett kavanaugh support women life but stop rule roll b,1
"154",i told thank offer i need get back fix first possibl consid futur,1
"157",fifa champion edit giveaway to amaz fan i give back matter consol retw,1
"164",i just want send gracious thanksgiv servic go keep give back,1
"167",reflect back love life i mani wrong thing kept make seem like victim it la,0.666666666666667
"171",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"172",not back futur forward past the sound silenc captur slow radio podcast,0
"173",noth like the first degre day of fall to remind you that corpor robber baron have pillag our planet trade,0.5
"174",we cone one anoth way present this take us back trust give,1
"179",that moment back futur marti full glower biff call chicken unquestion,0
"180",it tough hear will back what t,1
"181",it tough send ticket back resal due compani broadcast world cup allow,1
"182",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"184",open sourc that magic open sourc communiti goe back futur,1
"185",was soundtrack issu like back futur video,1
"187",idk i wait im go start grind fortnit turn back play h im fight egotist pla,0
"195",thank put back to the futur refer game,1
"200",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"201",educ everi face heart hold hope ancestor communiti trust parent potenti,1
"207",pm morrison lip servic say aus commit pari target worthless polici back,0
"211",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"213",name time best book movi tv show opinion back futur,1
"214",steve smile back admir beauti he look start feel hope futur,1
"215",thank spread posit i stress go back school now i think s go,0.5
"217",epinephrin nasal spray anaphylaxi fast track fda back futur first pressuri,1
"219",what give alway come back us so let drop past work love now then will wonder,1
"223",that s tweet everyth prove theori donald trump sent back time futu,1
"231",a leader import job point way vision get back foot thank,1
"232",capverto public ico live our prepaid card program reward cap cash back join us today bank t,1
"234",wow i just play two game climat skeptic blue realli interest had push back,0.5
"237",honest point hurt less believ band never come back believ will,0.5
"241",wow i just play two game climat skeptic blue realli interest had push back,0.5
"244",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"246",look like spm version kitt order will time week next week ive order,1
"247",open sourc that magic open sourc communiti goe back futur,1
"248",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"249",onli dead fish flow current the one aliv swim upstream fight current we made choic speak,0
"252",this video incred dishearten speak wonder kind man brett kavanaugh if confirm scotus kav,0.5
"254",the import reason i afraid fail i might abl give back sacrific pa,0
"256",open sourc that magic open sourc communiti goe back futur,1
"258",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"263",open sourc that magic open sourc communiti goe back futur,1
"264",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"265",in move surpris one revert back morn practic forese futur,0
"266",there noth wrong save spend money concert cheer fave crime you can save,0.5
"267",educ everi face heart hold hope ancestor communiti trust parent potenti,1
"268",onli dead fish flow current the one aliv swim upstream fight current we made choic speak,0
"277",while feder administr deni evid climat chang roll back environment protect conti,1
"279",educ everi face heart hold hope ancestor communiti trust parent potenti,1
"285",my mom just said want thing work just give time mayb futur will fall back place,0.5
"286",final back home sweden readi start grind new gear i bought seattl super excit futur,0.5
"295",name time best book movi tv show opinion harri potter back futur friend,1
"297",there noth wrong save spend money concert cheer fave crime you can save,0.5
"301",i just join labour parti show full support leader futur pm enough,1
"308",thank make great effort tri get back club howev money issu good,1
"310",trunk came futur weapon thought bring back fuck sword,0
"314",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"315",weibo updat thank the come one invit i realli enjoy today stage though i ha,1
"316",mayb just mayb futur bright moment someth look back futur ap,1
"319",it truli great brett kavanaugh support women life but stop rule roll b,1
"323",year later back futur crew still hang,0
"325",dude yes futur hope bring back skeleton futur smoke session,0
"326",im go admonish i chose heavili relat polit thought nowaday old,0
"327",i just want send gracious thanksgiv servic go keep give back,1
"328",to fellow resist i back refuel readi fulli reengag fall fight democraci truth rule,0
"329",if god forbid i move back stockton time near futur im absolut live parent,0
"330",i just join labour parti show full support leader futur pm enough,1
"332",mayb just mayb futur bright moment someth look back futur,1
"333",honor past present futur leader communiti the mani sacrific made us,1
"335",i like j j is go get big contract extens i dont think least un,1
"337",donnarumma becom best i hope i work hard here nation team good yo,0.75
"340",how can love guy to come back injuri like still get back level h,1
"342",thank back school interview cute jack look futur rep,1
"343",honor past present futur leader communiti the mani sacrific made us,1
"345",happi birthday today open school year today as well look back,1
"346",tibco api scout journey cheesecak back futur just keep get better,1
"348",back futur releas year ago today dure cast reunion said stranger still call,0
"352",exclus polic will seri hightech non lethal weapon deal futur street gang violenc follow week,0
"359",happi birthday today open school year today as well look back,1
"362",name time best book movi tv show opinion book idk movi scarfac back futur,1
"363",tibco api scout journey cheesecak back futur just keep get better,1
"365",millenni choos useless degre like gender studi they fals sens entitl pla,0.5
"371",i vote jurass park greatest summer blockbust,1
"374",adam lichtstein look like leader realli strong fullback he one futur bellerin,1
"380",point get replac director alreadi work seri take ove,1
"383",adam lichtstein look like leader realli strong fullback he one futur bellerin,1
"388",while feder administr deni evid climat chang roll back environment protect conti,1
"394",onli dead fish flow current the one aliv swim upstream fight current we made choic speak,0
"398",it truli great brett kavanaugh support women life but stop rule roll b,1
"400",the import reason i afraid fail i might abl give back sacrific pa,0
"403",first time ive watch back futur pure nut,1
"411",kavanagh disgrac disrespect man lost child gun violen,0
"412",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"414",i just want send gracious thanksgiv servic go keep give back,1
"417",sad idea back back stream i much prep work tomorrow long day floor,0.5
"420",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
"425",announc cloud event back futur eventdriven everyth,0
"426",just got eighth grade movi though felt like back awhil si,1
"428",soon suprem court justic kavanaugh go straw break democrat camel back his confirmat,0
