"","text","score"
"1",gyruss gradius snes final fantasi x red dead redempt nier automata unit factor tremend s,0
"2",gyruss gradius snes final fantasi x red dead redempt nier automata unit factor,0
"3",extrem honor mention nier duh all ivalic game lost odyssey,0.5
"4",decid go massiv japan shop spree last week yakuza kiwami yakuza dead soul nier automata,0
"5",jesus christ robot nier just got lot less cute sudden jesus fuck,0.5
"6",someth anyon wonder yes ive upload r sieg video basic highlight but doe,1
"7",kingdom heart final mix the last of us danganronpa fave though final fantasi x nier automata,1
"8",devil survivor drakengard nier el shaddai legend zelda twilight princess,0.5
"9",the come nier orchestr arrang special box edit appear contain phrase written angel script it s,1
"13",gna play fuck blue reflect im readi sum cute magic girl now im done w emoti,0.666666666666667
"14",super smash bros celest fire emblem conquest call duti modern warfar nier automata,0.666666666666667
"15",plan attack take target hitman new deal week ps store plus discount shadow,0
"16",plan attack take target hitman new deal week ps store plus discount shad,0
"17",i won resuscit bodi achiev nier automata becom as god edit point,1
"20",nier some men cheat way prove worth emil what man kainé kainé h,0.5
"21",need blast ff ix ff type can get nier automata engulf divin ost,0
"22",in serious kingdom heart anim cross nier automata crash bandicoot mayb roller coaster tycoon,0
"25",nier majora mask good insight i like videogam harvest moon probabl reflect perso,1
"27",nier fire emblem awaken persona metal gear solid shadow colossus,1
"28",nes megaman snes terranigma ps mgs n goldeney ps mgs gamecub etern dark ps,0
"30",dod urick gay icon like yr point fsr realist realli like dod bc,1
"32",final finish nier automata first end still got bunch go i complain,0
"36",weiss dumbss who els love kainé emil nier,1
"37",there like mani i want choos nier automata bloodborn nioh but i think fiv,1
"38",now listen nier automata soundtrack v good make sad know can listen much lt,0.5
"39",listen nier automata ost never fail keep anxieti bay help concentr need,0
"40",final got true end nier automata im kind realli upset,0
"41",im kind bullshit legend zelda twilight princess dragon age ii know devil nier,0
"42",digit devil saga game lol smt nocturn guilti gear nier automata castlevania symphoni night,0
"44",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad undo,0.5
"46",nier automata drakengard final fantasi xv final fantasi type devil may cri,0
"47",go stream pm est tonight go chat mayb play nier automata get bore,0
"49",bloodborn bioshock hollow knight persona bayonettani automata,0
"50",kingdom heart soon shenmu now avail ps xbox origin dreamcast super mario,1
"51",odin sphere disgaea hour dark castlevania rondo blood persona innoc sin nier automata,0
"53",ff pokemon bw sf third strike chrono trigger nier atuomata,0
"54",yessss i now proud patron nier automata analysi,1
"56",feel like i close chapter nier i sacrif file one point end i,1
"58",edit if i headcanon mist sound like probabl sound like s nier automata,0.666666666666667
"60",realli enjoy watch out for firebal podcast examin first nier althoug,1
"61",sunset nier witcher damn,0
"63",game i want beat summer splatoon death squar stori hyrul warrior bendi ink machin,0
"66",life isnt fair just fairer death platinum ronin the bushid hero america quirk vibra,0.666666666666667
"70",thoma alon tis tale from borderland dark soul nier automata,0
"75",aye nier first ps current loung collect dust eventu persona around christma probabl,0
"77",borderland dishonor nier automata dark soul leagu legend,0
"78",thank god relev thing end drakengard lead nier,1
"80",persona the legend zelda wind waker bloodborn fire emblem path radianceradi dawn nier automata,1
"82",i wanna write nier fic i mani wip but im also bad write make turn right i gi,0.5
"83",metal gear solid final fantasi x persona mass effect nier automata i ever recommend play,1
"85",final fantasi v the world end shadow heart nier drakengard evil within haunt ground,0
"87",open critic top look like prefer god war shadow colossus nier automata,0.75
"88",music best,1
"89",nier automata the world end with you pubg super smash brother mele magic gather,0.666666666666667
"90",nier automata star ocean the last hope assassin creed far cri stori season wild mischung,0
"93",nier tale symphonia the beginn guid fallout new vega what remain edith finch,0
"94",the come nier orchestr arrang special box edit appear contain phrase written angel script it s,1
"95",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad undo,0.5
"97",life strang nier tale berseria final fantasi fatal frame,0
"100",nier automata dota magic gather onlin prey world warcraft,1
"102",fallout new vega dragon age hellblad senua sacrific nier automata life strang honor mention mas,0.5
"103",breath wild mario vs rabbid kingdom battl nier automata twilight princess devil may cri,0
"104",bruch game pc nier automata littl nightmar hollow knight switch octopath travel pokemon let go ps,0
"105",nier automata announc im gonna die,0
"107",majora mask final fantasi windwak nier nier automatamayb suikoden ii bonus,1
"108",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad,0.5
"109",ori blind forest pokemon gen mario luigi partner time nier automata anim cross,0
"110",nier automata breath the wild octopath travel fire emblem path radianc persona,0
"112",nier good game,1
"113",portal the dragon age seri dishonor witcher nier automata,0
"116",doubt will beat nier automata multipl menu music track well persona tlou,0.5
"117",kingdom heart nier automata life strang resid evil spyro y no pued faltar,0
"118",i just realiz dad dog realli like nier automata music jack react lot immedi rela,1
"119",final fantasi viii silent hill nier automata bloodborn persona,1
"120",damn nier automata switch look great,0.5
"121",go stream pm est tonight go chat mayb play nier automata get bore,0
"122",you fight empti stomach and also becom wind like emil,1
"123",just fun game among hundr receiv perfect score year oper site,1
"124",interest nier fact weight world emi version full real word critic endang chamicuro langua,0
"125",id probabl stick nier honest last time i play ps trigger,1
"126",it realli depend like long want sorta nier gestalt replic pi,1
"128",lot fun play nier will done end week cant get enou,1
"130",the come nier orchestr arrang special box edit appear contain phrase written angel script it s,1
"131",okay im just feel bad bring old tweet ujaksja i hate twitter sob omg though,0
"135",if recommend someon play rout nier automata realli get feel tast five pick,1
"137",persona mega man x nier nier automata dark soul resid evil,0
"140",nier automata breath wild xenoblad kingdom heart metal gear rise,0
"141",gestaltni good good boy,1
"143",i realli like nier got excit automata one best game consol i,1
"145",nier automata xenoblad pokemon mysteri dungeon persona th tie tog acnl im gay,0
"147",thank yeah fire emblem probabl main seri obsess yakuza ofc,0.5
"150",inde with death tekken revolut happi hsi play own myse,0
"151",go stream pm est tonight go chat mayb play nier automata get bore,0
"152",nier girl just cute automata girl honest gestalt ever get remak kainé hotter b,1
"153",fantasi life anim cross nier automata touhou project love live school idol festiv,1
"156",complet nier automata end a stream today so mani feel a well continu nier next week tuesday,1
"157",persona innoc sin nierautomata final fantasi type nine hour nine person nine door,0
"158",i never play i hear godaw game peopl love nier,1
"159",nier gestalt automata journey resid evil parasit eve final fantasi x,0
"160",im wheez lukewarm nierkain shipper reaction yoko like rememb gestalt,0.5
"161",bayonetta bloodborn resid evil nier first one mega man legend,0
"162",i like video a lifetim of war english version,1
"164",i like video nier replic walkthrough english patchedpart the song ancientshd,1
"166",xenoblad chronicl nier automata the legend hero trail sky graviti rush tomb raider most jrpgs,1
"167",persona attack titan sword art onlin pokemon diamond pearl nier automata im weeb oop,0
"168",nier automata okami the legend zelda the wind waker anim cross wild world metal gear solid snake eater,0.5
"169",the come nier orchestr arrang special box edit appear contain phrase written angel script it s,1
"172",nierautomata graviti rush djmax respect blazblu rival aether,0.5
"174",shadow colossus dark soul nier automata spelunki fez,0
"176",weiss someth appear amiss creatur nier well yeah theyr shade,0.5
