"","text","score"
"4",detain break silenc member human right attorney south hill prove milita,0.5
"5",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activiti,1
"6",career fair harford counti maryland appli work us armi aberdeen prove ground thei,1
"8",fearless curious man view war sidelin ultim prove ground he quick di,1
"13",you help anyon debat xenophob racist demagogu they want atten,0
"16",want cool career maryland check aberdeen prove ground career fair septemb hire offici will,1
"21",chill sock aberdeen prove ground,0
"23",thank stand ground today i love last thing said agre o,1
"24",want cool career maryland check aberdeen prove ground career fair septemb hire officia,1
"27",the philippin open entir facebook countri prove ground facebook grand ambit,1
"29",im readi stand cheer senat stand ground if,1
"31",the philippin open entir facebook countri prove ground facebook grand ambit,1
"32",took wrestl ground due deep taproot plant ley definit thrive,1
"34",nebraska next chanc make someth impress but realli wisconsin i think next prove ground,1
"36",if havent regist free entri sure today secur free entri show regist,1
"38",the philippin open entir facebook countri prove ground facebook grand ambit,1
"39",the philippin open entir facebook countri prove ground facebook grand ambit,1
"40",prove take moral high ground respect racial injustic can market genius n,1
"41",the philippin open entir facebook countri prove ground facebook grand ambit,1
"42",the philippin open entir facebook countri prove ground facebook grand ambit,1
"44",the philippin open entir facebook countri prove ground facebook grand ambit,1
"45",the philippin open entir facebook countri prove ground facebook grand ambit,1
"46",the philippin open entir facebook countri prove ground facebook grand ambit,1
"47",the philippin open entir facebook countri prove ground facebook grand ambit,1
"48",prove stand your ground law racist pick fight black know,0
"49",the philippin open entir facebook countri prove ground facebook grand ambit,1
"50",happi releas day i realli dug prove ground hit new yorkset crime fiction sweet tooth im loo,0.333333333333333
"51",happi releas day i realli dug prove ground hit new yorkset crime fiction sweet tooth,0.333333333333333
"52",not sure miss op origin point hes say it prov,0
"53",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activ car sho,1
"54",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activiti,1
"55",the philippin open entir facebook countri prove ground facebook grand ambit,1
"56",career fair harford counti maryland appli work us armi aberdeen prove ground thei,1
"57",took wrestl ground due deep taproot plant ley definit thrive,1
"58",claytex delight exhibit present virtual develop test wed,1
"59",stardew valley zelda breath wild the witcher the wit pokémon gen toni hawk provin,0
"60",the philippin open entir facebook countri prove ground facebook grand ambit,1
"62",took wrestl ground due deep taproot plant ley definit thrive,1
"63",the philippin open entir facebook countri prove ground facebook grand ambit,1
"64",test data analyst aset support trax test servic yuma prove ground az,1
"65",took wrestl ground due deep taproot plant ley definit thrive,1
"66",took wrestl ground due deep taproot plant ley definit thrive,1
"68",the philippin open entir facebook countri prove ground facebook grand ambit,1
"72",modi govt fail deliv basic promis almost grander one the modi govt spend,0
"77",volunt us clear back veget along well bridleway around millbrook provin,1
"88",your prove point take knee when hate much burn,0
"89",ive alway like bobbi valentin idea allow man roster may cut may instea,1
"94",like offici announc first season winter dozen ffl busch seri the bus,1
"95",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"96",you mean everyon els decent enough gamer gater the movement,1
"97",gain ground treatment option succeed pr,1
"98",your just prove peopl liber fuck insan evil like believ th,0.333333333333333
"99",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"102",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"103",prove stand your ground law racist pick fight black know,0
"105",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"106",in exact place prove stand motionless,0
"107",yeah overal secondari solid think saquan might get lot rep prove ground lol,1
"109",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"110",if havent regist free entri sure today secur free entri show regist,1
"111",modi govt fail deliv basic promis almost grander one the modi govt spend,0
"112",if gaza existenti threat israel claim kick des,0
"113",am afraid s libyan channel show prove point view,0
"114",career fair harford counti maryland appli work us armi aberdeen prove ground thei,1
"115",prove stand your ground law racist pick fight black know,0
"116",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"117",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activiti,1
"118",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activiti,1
"119",career fair harford counti maryland appli work us armi aberdeen prove ground thei,1
"120",fuck predict i imagin part buy mytholog qualiti futur s,0
"123",prove stand your ground law racist pick fight black know,0
"124",if havent regist free entri sure today secur free entri show regist,1
"125",rt are yogic support yoga like dent marshal prove ground,0.666666666666667
"126",prove stand your ground law racist pick fight black know,0
"127",prove stand your ground law racist pick fight black know,0
"128",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"129",prove stand your ground law racist pick fight black know,0
"130",modi govt fail deliv basic promis almost grander one the modi govt spend,0
"131",prove stand your ground law racist pick fight black know,0
"132",prove stand your ground law racist pick fight black know,0
"133",prove stand your ground law racist pick fight black know,0
"134",prove stand your ground law racist pick fight black know,0
"135",prove stand your ground law racist pick fight black know,0
"139",join us free custom open day millbrook prove ground,1
"140",gain ground treatment option succeed,1
"142",apg oktoberfest aberdeen prove ground md famili fun event focus german food live band kid activ car,1
"147",the ultim prove ground arriv open tournament one man fast break will fir,0.5
"149",the ultim prove ground arriv open tournament one man fast break will fir,0.5
