"","text","score"
"3",im also guilti agre ben sass unfortun folk parti dont seem subscrib,0
"4",the entir democrat parti collect con liar thiev riot coward wear pussi hat thing th,0
"5",dem want us believ presid trump enemi yet dem parti guilti crime co,0.5
"6",the entir democrat parti collect con liar thiev riot coward wear pussi hat thing th,0
"7",the entir democrat parti collect con liar thiev riot coward wear pussi hat thing th,0
"8",the entir democrat parti collect con liar thiev riot coward wear pussi hat thing,0
"9",met polic investig whether labour parti member guilti antisemit hate crime labourantisemit,0
"10",the democrat parti plenti futur leader valu respect women if ellison guilti mus,1
"17",got invit employe appreci cruis cocktail parti boat i realli want go like im t,1
"19",the labour parti also clamp hard fulli investig fals accus anybodi found,0
"20",ask republican member congress can investig obstruct justic embarrass hell,0
"23",break roy oliv former polic offic accus kill unarm year old jordan edward sat car lea,0
"24",how mani mulligan give presid maga christian liar paid porn star,0
"26",safe assum anytim deepstat form commiss guilti parti,1
"27",met polic investig whether labour parti member guilti antisemit hate crime labourantisemit,0
"28",you dont tri shift blame you give merrick garland hear you took nuclear,0
"29",you dont tri shift blame you give merrick garland hear you took nuclear,0
"30",in guilti plea american polit consult agre steer illeg foreign donat donald trump inaugurat,0.5
"31",in guilti plea american polit consult agre steer illeg foreign donat donald trump inaugurat,0.5
"32",in guilti plea american polit consult agre steer illeg foreign donat donald trump inaugurat,0.5
"33",nikki haley alreadi decid guilti parti chemic attack occur,0
"34",i just get swing democrat bs fest watch somebodi make bs c,0
"35",we allow spiral narcissist crimin enterpris bought blackmail,0
"36",met polic investig whether labour parti member guilti antisemit hate crime labourantisemit,0
"38",obama presid stole merrick garland seat re t,0
"39",obama presid stole merrick garland seat yo,0
"40",clinton investig hook intern lie abo,0
"42",wow hold seat belt one laugh i tear eye i never figur,1
"43",i commend jeff session conced trump rhetor constant bash trump tweet,0.75
"46",met polic investig whether labour parti member guilti antisemit hate crime labourantisemit,0
"47",you dont tri shift blame you give merrick garland hear you took,0
"48",met polic investig whether labour parti member guilti antisemit hate crime labourantisemit,0
"49",patten also told prosecutor arrang american citizen act straw donor give trump,1
"50",break paul manafort former associ samuel patten charg today fail regist foreign agent pr,0
"52",american polit consult admit foreign money funnel trump inaugur,1
"53",you say embarrass senat robert menendez senat menendez found guilti,0
