"","text","score"
"1",peopl still sleep elit destroy,0
"3",will ever hat in time freedom planet charact,1
"4",ask best move freedom planet i realiz ive drawn two one alrea,1
"6",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"7",but point right your instinct might drive car give sens freedom,1
"8",after i sub nintendo switch onlin i gotta rebuy freedom planet switch,1
"9",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"10",i complet forget last night i receiv digit copi freedom planet free lmao gonna redeem wii u today,1
"11",celesteblossom talesfreedom planetundertal shanta half geni hero crash bandicoot n sane tril,0.666666666666667
"12",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"14",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"15",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"16",review freedom planet nintendo switch,1
"17",bleed amaz platform twinstick shooter nex machina amaz twinstick shooter cavestori cl,0
"18",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"19",what favorit abil freedom planet carol fun wild kick milla puppi float pretti cute,0.75
"21",if consid gulag biggest planet territori prison factori free labor,0.5
"22",freedom planet switch review bring back memori,1
"25",i love ludicr amount freedom i person,1
"26",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"27",bayonetta zone of the ender kingdom heart freedom planet viewti joe,1
"28",sonic mania freedom planet minecraft rimworld bloon td,0.5
"29",jump pax weekend right two hour day row day job my soul hurt freedom planet switch re,0.666666666666667
"30",america done destroy everi fuck nation planet almost keep engag war protect liberti fre,0.333333333333333
"32",our belov republ democraci freedom attack mani area imo t,0.5
"33",switcharcad roundup nintendo labo vehicl kit freedom planet new releas,1
"34",nier automata freedom planet guilti gear rev final fantasi street fighter third strike i suppos mayb sfv,0.5
"36",america done destroy everi fuck nation planet almost keep engag war protect liberti fre,0.333333333333333
"37",i like video sfm freedom planet piraci messag anim,1
"38",i like video freedom planet short id lie i deni,0.666666666666667
"39",dead cell shovel knight freedom planet guacamele skullgirl,0.5
"40",omg poor babi peopl abus defenseless anim worst peopl planet,0
"41",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"42",i love presid trump polici the perfect man walk planet nail cross saveoureconomi,1
"43",i love presid trump polici the perfect man walk planet nail cross,1
"45",th reason hate evil taken th planet everybodi left their moorish way love truth peac freedom ju,0.5
"46",earth exist for us a freedom planet recreat playground in joy your home you are here of your own accord now go figur,1
"47",america done destroy everi fuck nation planet almost keep engag war protect liberti fre,0.333333333333333
"48",freedom planet shanta pirat curs sonic mania plus super mario world worm wmd,0.666666666666667
"49",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"51",america done destroy everi fuck nation planet almost keep engag war protect liberti fre,0.333333333333333
"52",america done destroy everi fuck nation planet almost keep engag war protect liberti,0.333333333333333
"53",freedom planet can okay,1
"54",freedom planet final nintendo switch get copi today check sweet trailer,1
"55",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"56",let save planet all live be deserv freedom life bring if kill cetacean r kil,0.5
"57",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"58",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"59",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"60",after key freedom medit planetari liber process acceler light forc hav,1
"61",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help retweet,0.666666666666667
"62",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"63",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"64",let save planet all live be deserv freedom life bring if kill cetacean r kill oursel,0.333333333333333
"66",protest part,0
"67",fan art milla freedom planet love much xddd,1
"68",podcast today featur leila wilson critic acclaim video game compos well known w,0.666666666666667
"69",marvel xseed game freedom planet now nintendo switch,1
"70",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"71",fantast kid work togeth bring peac love justic friendship kind planet earth pleas help re,0.666666666666667
"72",after key freedom medit planetari liber process acceler light forc hav,1
"73",kick new week switcharcad roundup fun report news weekend crown recent rele,1
"74",freedom that goal everi human planet,1
"75",whose flag stand bold moon such wonder will protect donald j trump am,1
"76",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"77",freedom planet final nintendo switch get copi today check sweet trailer,1
"78",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"79",protest,0
"80",if ihra full exampl way undermin freedom express israel,1
"81",lord brevon freedom planet realli person like friend though,1
"82",i love planet human but i like lot peopl,1
"83",review thank provid review code play,1
"84",the un went regul warhelp struggl nation reestablish human right financi compromis c,1
"85",switcharcad roundup nintendo labo vehicl kit freedom planet new releas,1
"86",switcharcad roundup nintendo labo vehicl kit freedom planet new releas,1
"87",kick new week switcharcad roundup fun report news weekend crown recent rele,1
"88",puzzl news switcharcad roundup nintendo labo vehicl kit freedom planet new releas,1
"89",switcharcad roundup nintendo labo vehicl kit freedom planet new releas,1
"90",kick new week switcharcad roundup fun report news weekend crown recent,1
"92",can name three playabl charact freedom planet freedomplanet,1
"93",klonoa door phantomil kirbi super star sonic mania donkey kong countri freedom planet,0.666666666666667
"94",jeff bezo whose person net worth approach b becom planet richest person far h,1
"95",anoth nail satanist coffin satan await evil fall hard mockingbi,0
"96",thrown out of sydney no go zone i believ freedom whatev u want long hu,1
"97",doom quak champion dark soul mega man x freedom planet,0.5
"98",i think come midnight know freedom planet,1
"99",the endless mission beta sign up sandbox game creation adventur give you complet freedom mod mashup g,1
"100",i stand equal freedom human everythin,1
"102",by way i stand equal freedom i want world,1
"104",celest azur striker gunvolt freedom planet super mario galaxi cloudbuilt surpris i like platform,1
"106",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"107",review freedom planet nintendo switch,1
"108",the flag symbol grwatest nation ever planet it doesnt stand perfect stand,1
"109",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"110",is freedom planet yander simul,1
"112",to men women fight freedom they fight platf,1
"113",freedom planet switch,1
"114",freedom planet releas pokemon bw sonic mania plus terraria uhhhh rocket knight adventu,0.5
"115",hey illiter tamilisai freedom travel peac anyon els planet some piec,1
"116",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"117",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"118",is freedom planet yander simul,1
"120",i wish everi zoo world close i wish everi anim world allow love freedom wi,1
"121",new video the truth about lgbt the middl east islam singlehand largest threat lgbt freedom p,0.5
"122",freedom planet shanta half geni hero shanta pirat curs super metroid mega man,1
"123",i wish everi zoo world close i wish everi anim world allow love freedo,1
"124",can name three playabl charact freedom planet freedomplanet,1
"126",freedom speech mean arrest persecut wha,1
"127",same freedom planet,1
"128",the planet die facial recognit threat freedom war will never end shoe b,0.333333333333333
"129",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"130",just kid freedom planet pretti cool,1
"131",i like video freedom planet short mufasa ft dr animo,1
"132",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"133",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"134",freedom planet can ever put thing wall gorilla joke the church best i rip all my dream ass neptunia,0.5
"135",persona doom freedom planet zelda link past super mario odyssey,0.666666666666667
"136",peopl still sleep elit destroy,0
"138",leonard want save planet want enlist patriot armi stand,1
"139",let save planet all live be deserv freedom life bring if kill cetacean r killi,0.5
"140",there mani like last month a robot name fight freedom planet blood,1
"141",leonard want save planet want enlist patriot armi stand,1
"142",leonard want save planet want enlist patriot armi stand,1
"143",leonard want save planet want enlist patriot armi stand,1
"144",monster hunter world super smash brother dswii u metriod zero mission megaman zero freedom planet,0.5
"145",leonard want save planet want enlist patriot armi stand,1
"146",look cool freedom planet merg genr noth new sun i guess lol i want play though,1
"147",leonard want save planet want enlist patriot armi stand,1
"148",leonard want save planet want enlist patriot armi stand,1
"149",leonard want save planet want enlist patriot armi,1
"150",super mario allstar sonic mania freedom planet donkey kong countri the magic quest star mickey mous,0.75
"151",can name three playabl charact freedom planet freedomplanet,1
"153",let save planet all live be deserv freedom life bring if kill cetacean r k,0.5
"154",man torn between world rais land regular man freedom live life choos,1
"155",steam game freedom planet indi pogo,1
"157",you even know thailand draconian antifreedom express law planet,0
"158",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"159",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"160",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"161",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"163",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"164",the new languag updat freedom planet now live player,1
"166",pacman world super smash bros brawl sonic generat kid icarus upris freedom planet,0.666666666666667
"167",tuesdaytrivia can name three playabl charact freedom planet,1
"168",let save planet all live be deserv freedom life bring if kill cetacean r kill,0.333333333333333
"169",freedom planet video game,1
"171",human arriv new planet alien kill domin speci liber weaker speci it,0
"173",i ad video playlist freedom planet ost normal boss extend,1
"174",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"175",freedom that goal everi human planet,1
"176",who els list approv idea pleas let us know can,0
"177",planet freedom unlik,1
"179",at design freedom pledg center around one mission redesign singl dispos pro,1
"181",you place planet bad blood lose pride experi freedom,0.5
"183",freedom planet iconoclast celest rain world super ghoul n ghost i realli like platform and good bi,1
"184",the switch realli becom awesom d platform machin shantaehalf geni hero shovel knight iconoclast,1
"185",astal mega man x freedom planet shanta pirat curs super mario odyssey game quit c,1
"187",after key freedom medit planetari liber process acceler light forc hav,1
"188",paper mario the thousad year door brave default megaman x freedom planet castlevania symphoni night,1
"192",first white stop second countri planet provid black peopl better live,1
"193",audap freedom planet switch p,1
"194",legend legaia shadow hedgehog crash bash super smash bros brawl specif ganondorf,0.25
"195",my top shovel knight hollow knight undertal bloodstain curs moon rival aether oth,0.333333333333333
"196",freedom planet switch,1
"198",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"199",mayb freedom planet can play game grump,1
"200",i ad video playlist audap freedom planet switch p,1
"201",freedom planet short mufasa ft dr animo,1
"202",i suggest freedom planet tri yet,1
"203",huh im surpris freedom planet eshop featur page switch freedom planet good game guy go buy,1
"204",ok technic cheat sinc i least kept per seri hard and t,0
"206",shanta one fine shovel knight treasur trove freedom planet g,1
"207",pier solar great architect starcrawl out there somewher my time portia freedom planet,1
"211",after key freedom medit planetari liber process acceler light forc hav,1
"212",the new languag updat freedom planet now live player,1
"215",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"216",thank everyon took part theme competit friend remind,1
"219",astal mega man x freedom planet shanta pirat curs super mario odyssey game qui,1
"221",so far digit game got switch freedom planet mario odyssey splatoon,1
"223",freedom planet nintendo switch releas trailer,1
"224",freedom planet nintendo switch releas trailer,1
"225",freedom planet final nintendo switch get copi today check sweet trailer,1
"226",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"227",freedom planet truli imagin,1
"228",freedom that goal everi human planet,1
"229",human interven theft murder everyth belong these creatur,0
"231",freedom planet still veri good,1
"236",how can us effect stand u pf freedom press presid biggest enemi,1
"237",whi freedom planet ds well,1
"238",battl your churchil your defend freedom battl nazi your charlatan spiv taken,1
"239",the greatest countri planet i love mobil differ state i love th,1
"240",review freedom planet nintendo switch,1
"245",if physic copi freedom planet come id get,1
"246",honest sure planet live your speak freedo,1
"247",the new languag updat freedom planet now live player,1
"248",peopl still sleep elit destroy p,0
"250",oh i wonder facebook account work it censor as usual freedom speech planet figmen,1
"251",nier automata team fortress tale berseria freedom planet fallout new vega probabl,0.5
"252",how can us effect stand u pf freedom press presid biggest enemi,1
"253",freedom planet switch review bring back memori,1
"255",i want buy freedom planet bad alreadi,0.5
"256",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"257",man torn between world rais land regular man freedom live life h,1
"258",merkel got go she singl hand destroy europ abus freedom movem,0.5
"259",freedom planet switch review bring back memori,1
"260",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"261",proud planet earth but moon cool,1
"262",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"263",i just got freedom planet friday ive absolut love far i drew charact lilac sinc sh,1
"265",the new languag updat freedom planet now live player,1
"266",the new languag updat freedom planet now live player,1
"267",the new languag updat freedom planet now live player,1
"268",freedom planet hype,0.5
"269",the new languag updat freedom planet now live player,1
