"","text","score"
"1",i like video good game design bayonetta whi campi is so fun,1
"2",uwu love fan art bayonetta especi jeann fan art s cute idea made cant c,1
"4",well last night i complet great game replay enemi stage bit recycl on,1
"6",also i love platinum point stabl realli good combat mechan can just sprinkl ac,1
"7",ganon less god sever game the triforc power alon give immens power but,0
"9",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"10",graphic bayonetta obvious much better newer game charact design chang,1
"12",think whether id fuck bayonetta,0
"13",as told us love everi bayonetta gif,1
"15",bayonetta much like first game bayonetta cereza aka bayonetta umbra witch howev th,1
"16",i like video theme bayonetta tomorrow mine bayonetta ost,1
"17",aight friend feel kind imma can i get this to retweet pleas and fo,0
"18",anoth playabl charact lot like bayonetta differ characterist colour scheme,1
"19",i like video bayonetta gonna get nerf,1
"20",differ difficulti give reward finish game general give opportun buy mirr,1
"21",game differ difficulti bayonetta veri easi easi normal hard non stop infinit cli,0
"22",aight friend feel kind imma can i get this to retweet pleas and fo,0
"23",case point im big spectacl fighter like devil may cri bayonetta yet i like th,0.666666666666667
"24",aight friend feel kind imma can i get this to retweet pleas and fo,0
"26",bayonetta ve never heard bayonetta s super fun game witch name cereza aka bayonetta w,1
"27",bayonetta still broken,0
"28",super smash bros kirbi bayonetta fallout new vega mario parti there mani i got,0.333333333333333
"29",this like post month back ill mix differ answer i say mention,1
"31",nes megaman snes terranigma ps mgs n goldeney ps mgs gamecub etern dark ps,0
"32",tharja trophi was remov from smash for ds becaus she was too much of a thot bayonetta ad year later,0
"35",never mind i smack mouth,0
"36",i repres bayonetta one mii fighter die huh,0
"37",aight friend feel kind imma can i get this to retweet pleas and fo,0
"38",bayonetta devil may cri resid evil stuff three hammi t,0
"39",rumor new yoshi gamebayonetta metroid prime everyon exit now thank t,0.5
"40",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad undo,0.5
"42",i like video beneath mask bayonetta,1
"43",it like fightn goddamn bayonetta,1
"44",overwatch nfsu metal slug x bayonetta sonic the hedgehog,0
"45",smash ultim better add tomorrow is mine bayonetta vocal ost like instrument cool,0.75
"46",aight friend feel kind imma can i get this to retweet pleas and fo,0
"47",bloodborn bioshock hollow knight persona bayonettani automata,0
"49",peopl whine bayonetta op met dude,0
"50",aight friend feel kind imma can i get this to retweet pleas and fo,0
"51",aight friend feel kind imma can i get this to retweet pleas and fo,0
"52",in case miss panel excit announc origin valkyria chronicl come nin,0
"53",aight friend feel kind imma can i get this to retweet pleas and fo,0
"55",this look fun bayonetta koei warrior seri monster hunter world fateextella assassin cree,0.333333333333333
"56",aight friend feel kind imma can i get this to retweet pleas and fo,0
"57",aight friend feel kind imma can i get this to retweet pleas and fo,0
"58",aight friend feel kind imma can i get this to retweet pleas and fo,0
"59",aight friend feel kind imma can i get this to retweet pleas a,0
"60",so top tier bayonetta either shulk cloud second place kirbi third i mea,0.5
"62",tomb raider resid evil bayonetta tekken oblivion,0
"64",bayonetta kingdom heart pokemon soul silver doom street fighter iv,0
"65",bayonetta boister laugh well seem good judg charact j,1
"66",hard tbh game i arguabl ador list i think,0
"67",this thread make realiz mani insan strong charact smash cloud bayonet,0.333333333333333
"68",been work one throughout summer one difficult write i love look individu,0.666666666666667
"69",final fantasi x life strang resid evil ace attorney bayonetta,0
"70",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"71",i know dant x bayonetta crossov the game end fuck brain,0
"72",i rememb talk somebodi smash bros best buy demo ask think,0.5
"74",ps resid evil n glover dreamcast n ps hitman gamecub wolverin xbox black ps infa,0
"75",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"76",zelda a link past yoshi island bayonetta super meat boy giana sister twist dream,0.5
"77",been work one throughout summer one difficult write i love look ind,0.666666666666667
"79",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"80",smash bros champion aint bayonetta,0.5
"81",unlock jeann lose half save bayonetta caus re idiot forgot save make ne,0
"82",open critic top look like prefer god war shadow colossus nier automata,0.75
"83",hot take if splatoon communiti can complain bloblobb week find counter,0.5
"84",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad undo,0.5
"85",bayonetta rose gold theme i wish,1
"86",hey got good phone wallpap bayonetta one like year need someth new,1
"89",resid evil nemesi bayonetta street fighter iii rd strike hitman devil may cri,0
"90",top game year metacrit god war celest divin origin sin ii into t,0.5
"91",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"94",bayonetta tetri attack super smash bros mele super metroid kingdom heart,0.5
"95",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"96",i like video bayonetta gonna get nerf,1
"101",bayonetta silent hill nier automata an entir childhood pretend gender re spend decad,0.5
"103",gna fiddl w god of war iii remast cuz free w plus much v v firm like fir,1
"104",legend zelda twilight princess final fantasi xv bayonetta fragil dream farewel ruin moon und,0
"105",red dead redempt loz twilight princess bayonetta skyrim sonic unleash,0
"106",sonic street rage bust move dragon age inquisit bayonetta,0
"107",so i just tri sell xbox game gamestop but appar still work system som,1
"108",hm i think five game bayonetta gone home skyrim wow amnesia,1
"111",pokemon xd gale dark banjokazooi the legend zelda breath wild super smash bros bayonetta,0.25
"113",resid evil remak brother a tale two son the legend zelda majora mask metroid prime bayonetta t,0
"114",peopl whine bayonetta op met dude,0
"117",peopl whine bayonetta op met dude,0
"120",sonic adventur shadow hedgehog yea ik bad lol paper mario ttyd metal gear rise reveng,0
"124",bayonetta zone of the ender kingdom heart freedom planet viewti joe,1
"130",bayonetta bloodborn resid evil nier first one mega man legend,0
"131",valkyria cronicl battl fantsia tetri attack bayonetta final fantasi tactic,0
"133",earli game bayonetta look if explor can find secret powerup late game bayonetta fuck secret,0
"134",pokemon heartgold we love katamari super mario galaxi night in the wood bayonetta,1
"135",castlevania sotn street fighter crash bandicoot first one bayonetta need speed underground,0
"136",okay yeah far bayonetta fun even much i suck action game biggest problem wit,0.333333333333333
"137",i know dant x bayonetta crossov the game end fuck brain,0
"138",yeah know like can just imagin ridicul d watch walk around st,1
"139",could mele fox beat smash bayonetta,0
"140",in conclus i hope bayonetta address issu bayonetta great grame brought lot great t,1
"142",i love bayonetta,1
"143",one big fuck bayonetta,0
"144",i mani wive person fave mine jeann bayonetta,1
"145",bayonetta can suck ass i dont howl that full moon honey,0
"146",bayonetta frostpunk stardew valley banish conan exil,0
"147",say pleas bayonetta proud,0.5
"148",peopl whine bayonetta op met dude,0
"149",golden sun legend zelda majora mask persona dualiti super mario sunshin bayonetta,1
"150",rumor a new leak come regard new nintendo direct cite thursday it list info switch onl,0.333333333333333
"152",while i think talk onlin detail im sure smash i think cou,0
"157",i got it came desert gradius v super meat boy castlevania dawn sorrow limbo ftl rogu,0.5
"159",that easi final fantasi xiv sonic mania bayonetta splatoon mario bros pretti much cover,0
"161",sim horizon zero dawn bayonetta life strang overwatch i enjoy aesthet hzd bayonetta chill,0.666666666666667
"162",do feel darksid benefit dodg offset like bayonetta ive read,1
"167",bayonetta chang dmc honor mention hackgu,1
"168",suikoden fe radiant dawn zero escap virtu last reward bayonetta kid icarus upris,1
"169",me fight enemi bayonetta besid sloth this good game although i love second game t,0.666666666666667
"173",the last us god war bayonetta super mario world devil may cri,0.5
"174",infinit warfar zombi cuphead bayonetta ffxv smash,0
"175",peopl whine bayonetta op met dude,0
"176",mirror edg mirror edg catalyst donkey countri trilog snes yoshi island valkyri profil drag,0
"177",and s even get stuff like yts video algorithm promot th,1
"179",red dead bayonetta confirm,0
"181",typemoon franchis nier franchis monster hunter franchis ninja gaiden bayonetta need for speed franchis ive,0
"184",kid icarus upris persona soul calibur bayonetta super smash bros project m,0.5
"185",mario bayonetta smash wii u borderland golden sun all satisfi gameplay reward mast,0.666666666666667
"187",im scream im cri im legit not okay wtf this is everyth omg and bayonetta what omg someon,0
"191",metroid prime legend zelda twilight princess mass effect andromeda dishonor pokemon white bayonetta l,0
"192",metal gear solid no more hero bayonetta ultim street fighter iv resid evil,0.666666666666667
"193",rumor a new leak come regard new nintendo direct cite thursday it list info swit,0.333333333333333
"195",probabl tomb raider anniversari horizon zero dawn xenoblad chronicl donkey kong tropic freez bayonetta,1
"197",ps resid evil n glover dreamcast n ps hitman gamecub wolverin xbox black ps,0
"199",super smash bros wii u kirbi star alli super mario odyssey the elder scroll v skyrim bayonetta,0.666666666666667
"201",xenoblad chronicl bayonetta team fortress super mario rpg splatoon,1
"202",bayonetta sonic unleash dragon dogma splatoon chrono cross,0
"204",i know mean i feel like consid least chanc plus go,1
"206",persona transistor bayonetta bloodborn blazblu central fiction,0
"207",donkey kong countri bayonetta unchart gta super smash bros mele so difficult narrow though,0.333333333333333
"211",the dmc gamescom demo gamescom awesom i love bayonetta i must play game first,1
"213",lunar silver star stori complet no more hero desper struggl bayonetta bloodborn silent hill,1
"215",i mean bayonetta kill god creat univers can also slow stop tim,0
"216",i like video review bayonetta,1
"219",how gay thing excit bayonetta rose gold outfit id say reason amount,1
"220",soul reaver bayonetta vanquish megaman zero super street fighter turbo,1
"223",spread the word the collab project underway a combo video feat contribut fan around world,1
"227",vampir masquerad bloodlin unchart bayonetta crash bandicoot psychonaut game make,0
"228",fire emblem path radianc fire emblem radiant dawn fallout new vega kid icarus upris bayonetta,0.666666666666667
"230",nier automata doom origin celest metroid fusion bayonetta,0
"232",if i lose weight next year around time nebkon ill cosplay bayonetta im still fat ill cosplay momokun co,0
"233",jet set radio bayonetta devil may cri marvel vs capcom persona,0.5
"234",nier automata kingdom heart yakuza virtu last reward bayonetta,1
"235",shulk vision abil beat attack sinc can come,0
"236",want mega man x smash bayonetta echo fighter differ attribut shoot lemon instead bullet,0
"237",want mega man x smash bayonetta echo fighter differ attribut shoot lemon instead,0
"238",super smash bros sonic hedgehog devil may cri bayonetta resid evil,0.25
"239",persona golden bayonetta sonic mania fire emblem awaken super smash bros ultim when come,0.5
"240",final fantasi street rage sonic knuckl bayonetta street fighter alpha,0
"241",castlevania symphoni night bayonetta yakuza nier automata fallout new vega,0
"242",tloz breath wild okami bayonetta xenoblad chronicl wii child light feel like im betray,0.333333333333333
"243",persona kingdom heart bayonetta silent hill ssx,1
"244",spread the word the collab project underway a combo video feat contribut fan around world,1
"246",bayonetta like rip harambsnak,0.5
"248",spread the word the collab project underway a combo video feat contribut fan around world,1
"249",bayonetta overwatch anim cross rhythm heaven oxenfre,1
"250",super smash bros wii u favorit bayonetta game,0.5
"251",bayonetta doom celest legend dragoon cadtlevania symphoni kight,0
"253",super mario bros bayonetta chrono trigger the king fighter rockman x,1
"254",final play bayonetta game definit i want sequel thank,1
"255",sdi common term class diseas transmit bayonetta combo the common symptom,0
"256",most like echo fighter sheik impa zelda hilda ganondorf demis diddi dixi sonic shadow villag isabel,1
"257",most like echo fighter sheik impa zelda hilda ganondorf demis diddi dixi sonic shadow villag is,1
"258",new episod bayonetta fishyfisherraw anoth episod octo expans main channel woo,1
"259",quick remind bayonetta avail smash bros dlc day tweet,0
"260",fave game ps metal gear solid n no merci dreamcast sky arcadia ps metal gear solid gamecub,1
"262",suikoden ii bayonetta castlevania symphoni night monster hunter world phantom crash,0
"263",i love bayonetta wife actual jealous like id leav videogam characterhmmm will i,0.666666666666667
"265",no order trail sky sc the bind isaac a link past electron super joy bayonetta,1
"266",crash bandicoot spyro year dragon nierautomata bayonetta fabl ii,0
"267",pokemon emerald shanta pirat curs bayonetta super mario sunshin pokemon mysteri dungeon explor sky,0.5
"268",bayonetta the witcher monster hunter dark soul metal gear solid,0.333333333333333
"270",daemon x machina look toonami fuck unbeliev hype game we might,0
"271",super mario world skullgirl kingdom heart super smash brother mele bayonetta,0.666666666666667
"272",pictur peopl whine bayonetta ruin smash bros,0
"274",hollow knight bayonetta cave stori mega man battl network mgs,0
"275",sdi common term class diseas transmit bayonetta combo the common symptom,0
"276",truth bayonetta trash,0
"277",a quick doodl camilla wear bayonetta white dress im hopeless gay klumescribbl,0
"278",neat polygon away score i actual wrote issu,1
"279",broke bayonetta sega represent smash woke bayonetta platinum game represent smash,0
"282",persona bayonetta kirbi star alli okami dramat murder,0
"283",bayonetta nier automata final fantasi x castlevania curs dark bastion,0
"284",due anoth bayonetta extrem good post,1
"286",final fantasi x bayonetta horizon zero dawn superbroth sword sworceri ep transistor,1
"287",the offici smash ultim websit deliber laid screenshot hide bayonetta ass like ce,0.5
"288",can port id need experi platform exampl love shovel knight,1
"289",how like bayonetta child,1
"290",tell re gonna bayonetta omfggggg pleas,0
"291",d fave attack sailor moon moon spiral heart attack version bayonetta attack tiger bunni good l,0.4
"292",super mario maker hd remak wind waker twilight princess bayonetta,1
"295",i like shulk bayonetta top,1
"296",kill bayonetta ur witch time will alway satisfi thing,0
"297",bayonetta breath wild luigi mansion dark moon runner mario parti,0
"301",good morn buy bayonetta s still dirt cheap,0.333333333333333
"303",download bayonetta now im wonder i play littl first i stream nah let just trigg,1
"304",super smash bros wii u favorit bayonetta game,0.5
"305",top action game shinobi ps ninja gaiden black bayonetta viewti joe pirat warrior,1
"306",yes true lost glori match bayonetta falco,0
"307",ps crash bandicoot warp n ocarina time dreamcast sky arcadia ps metal gear solid subsist gamecub,0.333333333333333
"309",fuck bayonetta live peach zss skinni,0.5
"310",complet bayonetta first one on switch what wild fuck ride just like nier automata anoth,0.333333333333333
"314",though sonic bayonetta custom top plane,1
"315",mother bayonetta xenoblad chronicl borderland super mario,1
"316",bayonetta witch trial so hard,0
"317",bayonetta rock good choic,1
"318",overwatch okami bayonetta vanquish danganronpa trigger happi havoc,0
"320",play awaken wish i play xc i start xcx i realli enjoy game never realli,1
"321",bloodborn bayonetta the world end with you close follow contend,0
"323",borderland seri yakuza seri witcher bayonetta battleborn i just realli like silli game goofi way,1
"324",a lower level player focus gimmick limit sever option without realli understand ho,0
"325",live breath bayonetta even though im hot garbag,1
"326",do i look like ma bayonetta cereza take pick,1
"328",ff proteus pyre heaven will be mine idk like bayonetta probabl,1
"329",on list tlou bayonetta metroid prime resid evil remak three ann,0
"331",bayonetta bayo mgr close term ridicul top action drama it pain choos o,0.5
"333",metal gear solid bayonetta dead space seri dino crisi guilti gear theme parkworld jak dax,0.5
"335",bayonetta mortal kombat crash bandicoot diablo skullgirl,0
"336",dragon age inquisit dark soul soul calibur ii fire emblem awaken bayonetta choic robot,0
"337",i found european store germani sell smash bros amiibo fro decent price cours,0.5
"338",im tri list varieti game encompass prefer differ stylesgenr difficult s,0.5
"339",well mario sonic megaman pacman ryu cloud strife bayonetta but ultim liter,0.333333333333333
"340",i like video bayonetta retrospect a devil spiritu successor,0.5
"341",bulletstorm breath wild bayonetta beyond good evil burnout paradis,0.333333333333333
"344",im gonna find hard ll manag collect i find chum eleventh finger i heard,0
"345",im gonna find hard ll manag collect i find chum eleventh finger,0
"347",off top head mario odyssey botw splatoon hollow knight celest sonic mania bayonetta b,0.333333333333333
"348",disgaea tale borderland saint row bayonetta fantasi life also work,1
"349",dark rise diablo ii iii bayonetta i ii god war final fantasi classic i love tactic vii,0.666666666666667
"351",max payn the fall max payn doom ii hell earth fear bayonetta wet,0
