"","text","score"
"1",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"2",melhor séri que assisti até agora s show desper housew break bad black mirror skin grey,0
"3",amazon new releas best seller henderson hous a zak zoe holiday a,1
"4",sanit leak front hous someth dead came truck,0
"5",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"6",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"7",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"8",halloween the howl hous corps the thing return live dead,0
"9",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"10",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"11",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"12",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"13",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"14",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"15",pokemon mysteri dungeon sky kingdom heart d okami resid evil hous dead orgin arcad,0
"16",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"17",twitch livestream the walk dead season ep a hous divid xbox one watch chris mrrevan make lif,0
"18",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"19",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"20",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"21",bob woodward drop hous trump the wick witch east dead we can hope,0.5
"22",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"23",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"24",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"25",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"26",poe wrote the raven neighbor saw scream bird got hous tell peopl s,0
"27",poe wrote the raven neighbor saw scream bird got hous tell peopl,0
"28",everyth get rad collect the stuff hous day dead cours,0
"29",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"30",yes dog trap hous one claim ownership,0
"31",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"32",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"33",if ghost dead presid white hous think now one pun,0
"34",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"35",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"38",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"39",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"40",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"41",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"42",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"43",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"44",our wee wooden hous keep crack creak clunk dead night,0
"45",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"46",a member well regul militia use gun murder wife their teenag kid run neighbor hous,0.5
"47",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"48",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"49",and pointless tri convinc brain dead follow anyth the stupid lead the brain dead thi,0.2
"50",the walk dead hous card american horror stori empir one tree hill,0
"56",this stare dead face repeat yet continu excus away perhap,0
"58",come hous whisper a whisper cold wind a streak lightn a rumbl strang light,0
"59",carniv lost supernatur hous peaki blinder honour mention game throne d,0
