"","text","score"
"1",i tell epic tale subterfug date st centuri fall human civil this actua,0
"3",slap citi magic gather old school runescap rock band rival civil,0.333333333333333
"4",to keep great nation high standard civil must enough superior charact hold balanc,1
"5",yes palestinian anyth like swiss d half ogl palestin c,1
"6",civil v yakuza doom hoi dont starv alon togeth,0
"7",peopl want western civil burn ethnic religi reason taken mean communi,0
"8",dont ever compromis religion civil trap us fall day,0
"9",there statu netherland dedic fall western civil white race never,0
"12",nike kaepernick ad has cost compani over billion so far now reject civil jihad disguis,0
"15",sorri lib eu leader agre with trump confirm illeg imm a threat civil check pm andrej babi condem merk,0.5
"18",i thought civil without societi might like world better,1
"20",jfc myth nobl savag just die it cargocult anthropolog,0
"21",colleg one biggest scam modern civil,0.5
"22",it precis extrem depend law susten civil danger law,0
"24",to keep great nation high standard civil must enough superior charact hold balanc,1
"25",there statu netherland dedic fall western civil white race never,0
"26",to keep great nation high standard civil must enough superior charact hold balanc,1
"28",is american think educ is one own civil the right one to,1
"29",there statu netherland dedic fall western civil white race never,0
"30",workingmom civil book sitea mix civil offic duti home right,1
"33",creativ work act write paint music etc real work make civil better,1
"34",if estim paper correct math seem convinc though inescap specul,1
"35",jfc myth nobl savag just die it cargocult anthropolog,0
"36",to keep great nation high standard civil must enough superior charact hold balanc,1
"38",protestant liber communism three success stage civil pass catholici,1
"39",protestant liber communism three success stage civil pass catholici,1
"40",to keep great nation high standard civil must enough superior charact hold balanc,1
"41",how advanc civil stop dark energi prevent futur explor,0
"53",to keep great nation high standard civil must enough superior charact hold balanc,1
"54",colleg one biggest scam modern civil,0.5
"56",to keep great nation high standard civil must enough superior charact hold balanc,1
"58",noth prove peopl grifter need hide ideolog i like extrem hate ci,0.5
"60",germani migrant rape increas yr old boy rape migrant classmatesgerman classmat r bulli caus,0
"62",to keep great nation high standard civil must enough superior charact hold balanc,1
"63",to keep great nation high standard civil must enough superior charact hold balanc,1
"65",germani migrant rape increas yr old boy rape migrant classmatesgerman classmat r bulli caus,0
"66",wow thought afghan nazi miss i glad,0.666666666666667
"71",protestant liber communism three success stage civil pass catholici,1
"73",nike kaepernick ad has cost compani over billion so far now reject civil jihad disguis,0
"74",jfc myth nobl savag just die it cargocult anthropolog,0
"76",peopl want western civil burn ethnic religi reason taken mean communi,0
"77",worst thing space program ever make us emot invest innov interplanetari robot s,0
"78",there statu netherland dedic fall western civil white race never,0
"80",to keep great nation high standard civil must enough superior charact hold balanc,1
"82",peopl want western civil burn ethnic religi reason taken mean communi,0
"84",jfc myth nobl savag just die it cargocult anthropolog,0
"86",to keep great nation high standard civil must enough superior charact hold balanc,1
"89",nike kaepernick ad has cost compani over billion so far now reject civil jihad disguis,0
"92",right goe civil qualiti life freedom pretti much everyth,1
"93",joust civil hack pinch nethack star trek quadrantsector game earli comput mvp basebal,0
"94",sorri lib eu leader agre with trump confirm illeg imm a threat civil check pm andrej babi condem merk,0.5
"97",my point exact this hysteria ani town centr uk get murder pint gl,0
"99",to keep great nation high standard civil must enough superior charact hold balanc,1
"100",jfc myth nobl savag just die it cargocult anthropolog,0
"102",jfc myth nobl savag just die it cargocult anthropolog,0
"106",fallout defeat mutant mastermind threaten civil defeat genocid remnant old world govern,0.5
"107",have educ kaw kaw human right humanitarian civil all includ igp unifo,1
"108",to keep great nation high standard civil must enough superior charact hold balanc,1
"109",peopl want western civil burn ethnic religi reason taken mean communi,0
"112",to keep great nation high standard civil must enough superior charact hold balanc,1
"114",a lack christian destroy western civil christian perman essenti foundat we,0
"117",in order muslim reestablish islam civil promot ideal world altern wes,1
"120",fallout defeat mutant mastermind threaten civil defeat genocid remnant old world govern,0.5
"121",protestant liber communism three success stage civil pass catholici,1
"125",no one doubt stress percept emot physic threat number epidem civil,0
"131",in order muslim reestablish islam civil promot ideal world altern wes,1
"133",sorri lib eu leader agre with trump confirm illeg imm a threat civil check pm andrej babi condem merk,0.5
"135",nike kaepernick ad has cost compani over billion so far now reject civil jihad disguis,0
"138",how advanc civil stop dark energi prevent futur explor,0
"139",there statu netherland dedic fall western civil white race never,0
"141",peopl want western civil burn ethnic religi reason taken mean communi,0
"144",germani migrant rape increas yr old boy rape migrant classmatesgerman classmat r bulli caus,0
"146",clashofcivilz book subj insight sitehow modern civil lessen clash west,0.5
"148",first base hate thing second base connect anoth level third base establish,0
"150",peopl want western civil burn ethnic religi reason taken mean communi,0
"151",peopl want western civil burn ethnic religi reason taken mean communi,0
"153",civil goe thru inevit dark age n wipe planet futur generat will look pl,0
"154",how to invent everyth uniqu book fiction time machin repair guid nonfict explain,0
