"","text","score"
"3",can get jet set radio futur back pleas,0
"4",jet set radio futur ani monster hunter pokemon heartgoldsoulsilv fire emblem awaken rune factori,0
"5",guilti gear xrd rev pokémon mysteri dungeon explor sky dark soul the bind isaac rebirth jet set radio futur,0
"7",i won so creativ achiev jet set radio point,1
"9",one think jet set radio sound million time better jet grind radio,0.5
"11",this like post month back ill mix differ answer i say mention,1
"12",the legend zelda twilight princess jet set radio futur persona metal gear solid donkey kong countri,1
"13",i miss jet set radio,0
"14",i miss jet set radio,0
"15",mirror edg virtua fighter fs jet set radio futur initi d arcad stage silent hill repres al,1
"16",dj max jet set radio futur dead aliv cool cool toon nba street vol,0.666666666666667
"17",mystic ninja star goemon jet set radio futur under night birth exelatest dark soul the hous d,0
"18",jet set radio futur kotor night in the wood scott pilgrim fallout new vega,0
"19",ps twist metal n majora mask dreamcast marvel vs capcom ps shadow colossus gamecub,0.5
"20",ps metal gear solid n ocarina time favorit dreamcast grandia ps ico gamecub metroid prime x,1
"21",sonic rider sonic adventur battl splatoon octo expans jet set radio lethal leagu,0
"24",sky of arcadia jet set radio silent hill third strike windjamm,0.5
"25",space channel jet set radio yall thank,1
"26",this hard golden eye hitman gta jet set radio yakuza,0.5
"27",jet set radio futur persona earthbound beatmania iidx cave stori it realli hard pick just five,0
"28",jet set radio futur dark soul metroid prime symphoni the night lisa,0
"30",assassin creed brotherhood gear war halo combat evolv jet set radio futur sonic adventur,0
"31",silent hill katamari metal gear solid yakuza jet set radio futur difficult narrow,0.666666666666667
"32",jet set radio futur an xbox exclus day so mani great exclus heavi beast ninja,1
"33",forza jet set radio futur halo rocket leagu road rash,0
"34",ape escap jet set radio futur ghost trick sonic knuckl sound voltex,0
"36",sonic unleash tekken tag dragon ball tenkaichi jet set radio futur yakuza,0
"37",evergrac dark cloud jsrf jet set radio futur monster rancher world final fantasi,0
"38",kingdom heart smash jet set radio futr spyro super maruo sunshin,0.5
"39",she look like charact jet set radio futur lol,1
"41",lethal leagu jet set radio diablo ii darkest dungeon psychonaut im sucker super styliz stuff,0.25
"43",final fantasi xiv cave stori crypt necrodanc jet set radio futur undertal d,0
"45",yall rememb jet set radio shit fr,0
"48",jet set radio fallout celest gta san andrea nhl,0
"52",yall rememb jet set radio shit fr,0
"55",fuck i forgot jet set radio futur,0
"57",twitter timelin day am am viper rapper hit morn grind retweet mixta,0
"58",from sonic fandom went jet set radio omfg i regret noth gg jsr,0
"60",one think jet set radio sound million time better jet grind radio,0.5
"61",fml ipad charger just broke just wanna make jet set radio meme gif lit shit c,0
"64",yall rememb jet set radio shit fr,0
"65",here jet set radio pleas microsoft backward compat wizard make happen,0
"66",ps ape escap n super smash bros dreamcast sonic adventur ps ssx gamecub phantasi star onlin ep ii xbox,0.5
"69",yall rememb jet set radio shit fr,0
"70",your popular jet set radio wise let fan know jet set radio bc xbox one s,1
"71",jet set radio futur knight old republ bioshock infinit spiderman fallout new vega,0
"72",jet set radio red dead redempt half life demon soul world warcraft,0
"73",yall rememb jet set radio shit fr,0
"76",twitter timelin day am am viper rapper hit morn grind retweet mixta,0
"77",super smash brother mele jet set radio futur fire emblem sacr stone crash team race ultimat,0.333333333333333
"78",yall rememb jet set radio shit fr,0
"81",i mean im say s second come christ anyth peopl make seem like,1
"83",twitter timelin day am am viper rapper hit morn grind retweet mixta,0
"85",fml ipad charger just broke just wanna make jet set radio meme gif lit shit c,0
"86",fml ipad charger just broke just wanna make jet set radio meme gif lit shit c,0
"87",twitter timelin day am am viper rapper hit morn grind retweet mixta,0
"88",twitter timelin day am am viper rapper hit morn grind retweet h,0
"89",i miss jet set radio,0
"90",one think jet set radio sound million time better jet grind radio,0.5
"92",i miss jet set radio,0
"93",your popular jet set radio wise let fan know jet set radio bc xbox one s,1
"94",she look like charact jet set radio futur lol,1
"96",from sonic fandom went jet set radio omfg i regret noth gg jsr,0
"97",from sonic fandom went jet set radio omfg i regret noth gg jsr,0
"98",i miss jet set radio,0
"101",here jet set radio pleas microsoft backward compat wizard make happen,0
"105",jet set radio futur halo reach forza horizon slime rancher gta onlin,0
"107",ps ape escap n super smash bros dreamcast sonic adventur ps ssx gamecub phantasi star onlin ep ii,0.5
"108",splatoon jet set radio night in the wood metal gear solid metroid prime echo,1
"109",psthe legaci kain soul reaver nsuper smash bro dreamcastjet set radio psdevil may cri gamecubeson adventur,0
"111",dark soul dark soul dark soul spongebob battl bikini bottom jet set radio futur,0
"113",ps twist metal n majora mask dreamcast marvel vs capcom ps shadow colossus ga,0.5
"114",psthe legaci kain soul reaver nsuper smash bro dreamcastjet set radio psdevil may cri gamecubeson a,0
"115",jet set radio metal gear solid street fighter iii rd strike lumin final fantasi tactic,0.5
"116",star war knight old republ jet set radio terranigma marvel vs capcom infinit dragonqu,1
"117",ps metal gear solid n ocarina time favorit dreamcast grandia ps ico gamecub metroid prime x,1
"118",ps metal gear solid n ocarina time favorit dreamcast grandia ps ico gamecub metroi,1
"120",gitaroo man project justic persona splatoon jet set radio shit hard narrow,0
"122",yume nikki sonic mania night dream pokemon crystal jet set radio most aesthet,0
"124",weird jet set radio x charli brown art sushi place,0
"125",jet set radio futur sonic adventur silent hill undertal garri mod,1
"126",jet set radio bayonetta devil may cri marvel vs capcom persona,0.5
"127",everybodi forget check cool jet set radio tshirt,1
"128",here jet set radio pleas microsoft backward compat wizard make happen,0
"129",persona tale abyss devil survivor jet set radio guilti gear xx,0.333333333333333
"131",everybodi forget check cool jet set radio tshirt,1
"132",doom soundtrack mick gordon persona soundtrack atlus sound team metal gear rise reveng soundtrac,0
"133",jet set radio futur legend zelda twilight princess super mario sunshin donkey kong pokemon xd gal,1
"134",jet set radio futur the bind isaac afterbirth antibirth portal super mario galaxi saint row t,1
"136",fallout jet set radio futur final fantasi x stardew valley hatr,0
"138",wiz n liz fantast dizzi diablo aladdin demon soul honor mention sonic cool spot mega bomberman c,0.666666666666667
"139",walk gas station felt like i fuckin transport jet set radio,1
"140",monster hunter ultim thumper the wonder jet set radio futur graviti rush,0.5
"145",i miss jet set radio,0
"146",i miss jet set radio,0
"147",katamari damaci jet set radio super smash bros tbh tekken anim cross new leaf,0.5
"148",space channel overwatch jet set radio sonic unleash scott pilgrim vs world game,0
"149",fave game ps toni hawk pro skater n super mario dreamcast sonic adventur ps metal gear soli,1
"151",i mean get tast i guess there jet set radio shadow damn owlboy dark soul trilog,0
"152",marvel vs capcom jet set radio futur kirbi super star ultra pokemon crystal sonic battl,1
"153",jet set radio futur rhythm heaven fever super smash bros brawl project m metroid fusion antichamb honor,0.6
"154",jet set radio futur myst sonic adventur persona no more hero,1
"155",walk gas station felt like i fuckin transport jet set radio,1
"156",from sonic fandom went jet set radio omfg i regret noth gg jsr,0
"163",where jet set radio fun rip,0.5
"165",dead redempt jet set radio futur bioshock seri unchart seri last us,0
"167",godhand resid evil ddr max marvel vs capcom jet set radio,0.5
"169",notabl mention i cant settl just five batman arkham seri halo odst reach assassin creed,0
"170",dino crisi resid evil remak deus ex human revolut sonic adventur jet set radio futur,0
"172",neir automata jet set radio futur no more hero castlevania symphoni night mega man x,1
"173",tbh jet set radio enough need parappa rapper space channel part world end wi,1
"174",persona mass effect darksid dishonor metal gear rise reveng honor mention asura wrath g,0.333333333333333
"178",uhhh street rage the legend zelda wind waker overwatch the last us jet set radio,0
"180",ooh babi i figur smash alreadi impli pokemon gen best gen kingdom heart jet set radio futur,0.5
"181",sonic knuckl shadow colossus jet set radio marvel vs capcom final fantasi x,1
"183",she look like charact jet set radio futur lol,1
"184",your popular jet set radio wise let fan know jet set radio bc xbox one sale now,1
"185",overwatch dead daylight kingdom heart sim gauntlet dark legaci bonus jet set radio futur i t,0.333333333333333
"187",monster hunter freedom unit jet set radio futur bloodborn fallout the bind isaac,0.333333333333333
"188",butterfli homag jet set radio right,1
"189",jet grind radio jet set radio futur fallout new vega sonic adventur battl horizon zero dawn,0.333333333333333
"190",ugh i hate my tatst vari specif narrow the legend zelda twilight princess hob,0
"192",jet set radio sonic mania doom bayonetta dark soul,0
"197",sky arcadia jet set radio castlevania aria sorrow graviti rush persona,0
"199",banjo kazooi jet set radio futur dead rise no more hero super mario rpg,0.666666666666667
"201",the word end with you jet set radio futur monster hunter ultim professor layton pokémon colosseum,0
"202",this tough goe um jammer lammi sonic knuckl rayman origin jak daxter precursor legaci,1
"205",majora mask splatoon persona jet set radio futur dead aliv xtreme beach volleybal,0
"206",skyrim super mario sunshin jet set radio futur persona saint row,1
"208",sonic mania kingdom heart ii splatoon jet set radio castlevania symphoni night,0
"211",pleb i hate jet set radio fan all spam twitter constant demand new game it sooo annoy,0
"213",it just music jet set radio man good,1
"215",bioshock fallout dead space jet set radio final fantasi x,0
"216",jet set radio futur mystic ninja star goemon legend zelda majora mask tomb raider ii metal gear solid,1
"219",jet set radio futur sli cooper jak ultim marvel vs capcom bioshock,1
"220",sonic unleashedgener kirbi squeak squad jet set radio ssx under night inbirth exe latest,0
"221",i like video crimson play jet set radio episod a wild mew appear no commentari,0.5
"223",whi freak difficult i core game mention hero might magic space station silic,0.5
"224",portal pokemon emerald crash bandicoot skate jet set radio futur,0
"225",bloodbornedark soul jet set radio futur destini super smash brother mele rainbow six sieg,0.5
"227",golden sun grandia tale abyss summon night jet set radiojet grind radio,0.333333333333333
"228",onli jesus jet set radio devil may cri soul reaver god war destini,0
"234",fave game ps klonoa n conker bad fur day dreamcast rez ps ico gamecub never own xbox jet,0.5
"235",ps parappa rapper n wcwnwo reveng dreamcast sonic adventur ps dead aliv hardcor gamec,0
"236",fave game ps saga frontier n duke dreamcast jet set radio ps timesplitt gamecub k,1
"237",ps jade cocoon n zelda ocarina time dreamcast powerston ps monster hunter gamecub w,0
"238",ps metal gear solid n mario dreamcast jet set radio ps shadow colossus gamecub etern dark,0.5
"240",sonic maniacd monster hunter u specif space channel jet set radio virtua fighter,0
"241",ps omega boost n fzero x dreamcast jet set radio ps shin megami tensei iii gamecub killer,0.5
"244",ps theme park n starfox dreamcast jet set radio ps gamecub remak xbox forza ps tlouf champ edit wii xe,1
"246",the world end with you jet set radio street fighter alpha viewti joe devil may cri,0
"247",super mario world diddi kong race classic sonic jet set radio futur majora mask,1
"248",tough one self reflect usual top list easier far ive got day of the tentac,1
"249",jet set radio katamari damaci a link past doom stalker shadow chernobyl,0
"251",mother silent hill monster hunter generat jet set radio pacman championship edit dx,0.5
"254",jet set radio futur vib ribbon marvel vs capcom batman arkham knight sonic adventur battl,1
"257",bioshock arkham citi metal gear solid ani sonic game jet set radio,1
"258",monster hunter ultim sonic rush kirbi super star ultra overwatch spiral knight good also jet se,0.666666666666667
"259",wind waker persona jet set radio futur ghost trick mass effect,0
"260",brutal legend crash bandicoot twinsan super smash bros jet set radio sonic hero,0.4
"261",childhood edit ssx grim fandango jet set radio futur nanci drew adventur game spi foxpajama sam,0
"262",jet set radiofutur vanilla riviera anim cross new leaf super mario world frequenc,1
"263",jet set radio futur megaman x marvel vs capcom ffx onimusha seri,1
"264",persona golden pokemon heart gold harvest moon grand bazaar jet set radio futur fabl,1
"265",kingdom heart final mix jet set radio futur dark soul persona marvel vs capcom,0.5
"266",jet set radio futur fallout halo overwatch minecraft,0
"267",yume nikki silent hill halo barkley shut up jam gaiden jet set radio futur,0.5
"269",mass effect nba k jet set radio agent under fire def jam fight for new york,0
"270",devil may cri chrono trigger mega man x zone ender jet set radio,0
"275",mech assault burnout reveng jet set radio futur,0
"277",in particular order the world end with you final fantasi jet set radio futur resid evil soni,0
"279",jet set radio futur pokemon pearl halo reach senran kagura estiv versus red dead redempt,0
"280",jet set radio dark soul sacrific virtual on oratorio tangram gunstar hero,0.5
"288",jet set radio futur oddworld stranger wrath oblivion shadow the hedgehog mirror edg,0
"292",like liter can just say jet set radio jsr account will retweet,1
"294",ps parappa rapper n wcwnwo reveng dreamcast sonic adventur ps dead aliv hardco,0
