"","text","score"
"4",set day tomb raider we continu onward tri fall pit,0
"7",after safe say tomb raider reboot basic unchart seri copycat will th one revolv,1
"17",well vote it close race rise tomb raider the divis the divis wo,1
"19",shadow tomb raider limit steelbook edit playstat,0
"21",share us think lara croft game greatest charact win free croft edit shadow t,1
"25",nhl ps xbo shadow tomb raider ps xbo win the bard tale iv barrow deep win mac linux,1
"33",thank much come mani mani hour tomb raider today the game just awesom i,1
"36",i like video new first look shadow tomb raider,1
"37",skyrim prey tomb raider definit edit slime rancher fallout,0
"39",tomb raider the last revel,1
"42",dragon age witcher unchart last us skyrim also v import horizon zero dawn tomb,1
"48",guy can stop complain graphic get old we now move spiderman shadow tom,0
"51",i won feather duster achiev tomb raider definit edit point,1
"52",kingdom heart legend zelda botw hack gu tomb raider except aod the sim,0
"54",for s go spiderman game shadow tomb raider i expect i wont free,1
"57",go live go attempt play rise tomb raider tonight come hang,0
"58",final finish st tomb raider start nd one soon minut hype continu,0
"61",bwahaha friend tomb raider ii most cheat bit dick,0
"62",like collect stuff im gonna buy physic copi shadow pf tomb raider arriv septemb th,1
"63",tomb raider gonna soo good cant wait,1
"65",honest tomb raider die tomb raid rob grave lara croft villian,0.333333333333333
"71",blaster master nes super metroid snes castlevania symphoni night psx tomb raider reboot,1
"76",omg just heard white flag tomb raider game commerci love music girl,1
"77",i like video tomb raider definit edit live weav world part road k,1
"80",now im touch game look like decad old game new one anyon follow kno,1
"86",amazon avail sept shadowofthetombraid limit steelbook edit,0
"87",you want play shadow tomb raider two lucki winner will win copi xbox rt follow enter dead,0.666666666666667
"89",you want play shadow tomb raider two lucki winner will win copi xbox rt follow enter dead,0.666666666666667
"91",in particular order silent hill resid evil remak fatal frame director cut sonic adventur tomb r,0.333333333333333
"93",tomb raider the last revel resid evil resid evil nemesi spyro gateway glimmer silent hill,0.6
"94",oh demo disk cb spyro tomb raider tekken unholi abil king knee bash perfect ever,0.5
"95",think m gonna tri finish fallout shadow tomb raider get,0
"96",tomb raider mario parti donkey kong countri silent hill mkx,1
"98",right tomb raider next freak week,0.5
"101",xbox backward compat sale featur red dead redempt tomb raider underworld,0
"102",tomb raider reboot seri watch dog seri murder soul suspect detroit becom human infam second son honor,0.333333333333333
"105",i love love love tomb raider game video make point,1
"106",i like video new first look shadow tomb raider,1
"109",pleas rt rendimiento de tomb raider anniversari en xbox one x,0
"110",i like video is this woman crazi let play rise tomb raider ps gameplay walkthrough,1
"111",well tomb raider interest,1
"112",you want play shadow tomb raider two lucki winner will win copi xbox rt follow enter dead,0.666666666666667
"113",join peopl right now whi shadow of the tomb raider will have less combat,1
"114",tomb raider resid evil bayonetta tekken oblivion,0
"117",join peopl right now whi shadow of the tomb raider will have less combat,1
"121",well vote it close race rise tomb raider the divis the divis,1
"124",i like video tomb raider is awesom so whi doe it keep struggl,1
"126",you want play shadow tomb raider two lucki winner will win copi xbox rt follow enter dead,0.666666666666667
"131",i like video tomb raider definit edit live weav world part road k,1
"134",can i play lot unchart tomb raider enslav odyssey to the west last of us metal gear solid,1
"135",so lara croft tomb raider anniversari reveal shoot yoshi super mario world death,0.5
"136",share us think lara croft game greatest charact win free croft edit shadow t,1
"143",walkthrough tomb raider hd remast angel of dark louvr storm drain legendado ptbr,0.333333333333333
"144",again lol wasnt time darlin lmao all joke asid just go tomb raider ass no o,0
"145",i ad video playlist shadow tomb raider acrobat travers brutal trap,0
"147",lara goe witch hunt today rise tomb raider fake news,0
"149",i like video shadow of the tomb raider gameplay demo pax west,1
"150",i onli like the lara croft tomb raider becaus i saw the st one,1
"153",mass effect dragon age origin life strang the walk dead season tomb raider,0
"154",i like video new first look shadow tomb raider,1
"155",mass effect dragon age origin life strang the walk dead season tomb raider,0
"158",tomb raider resid evil soulcalibur doa leagu legend,0
"160",last us fave witcher other fave ffxv horizon zero dawn tomb raider i just like game w heavi emphasi,1
"161",name time best book movi tv show opinion m realli book tomb raider and,1
"165",im play tomb raider mayb blast music play gta pretend anxieti go throug,0
"167",tomb raider disast man how everyth just work everi damn time,0.5
"168",assassin creed unityorigin call duti ghost tale borderland rise tomb raider cube esca,0
"169",tomb raider disappoint bcs i expect lot poor develop full irrat sequenc ive seen t,0
"170",hey guy im current upload last part the long dark katz play onto youtub for like,0.5
"172",im wonder tomb raider i either get mayb just guess depend,1
"175",never play tomb raider lie look super appeal rn,0.666666666666667
"176",man i conflict have enough cash one month dragon quest xi shadow tomb raider valkyria,0.5
"178",xbox backward compat sale featur red dead redempt tomb raider underworld,0
"181",today good day stream twitch the stream continu will continu road shadow tomb raider,1
"182",im actual play tomb raider right now ps,1
"184",i like video tomb raider walkthrough level the lost valley all secret,0.5
"186",hehe thank i love game much i yet finish dreamfal wowbfa shado,1
"187",im think red dead smash tomb raider mayb along odd indi,0
"188",tomb raider splinter cell left dead ghost recon medal honor gee im learn someth,0.5
"189",rise tomb raider injustic fallout star trek elit forc max payn,0
"191",i like video rise of tomb raider aquecimendo shadow part,1
"193",tomb raider soul reaver all tale game final fantasi doom,0
"194",tru end idk like that end last real tomb raider i alway,1
"201",so i got day complet spiderman jump onto tomb raider chill dragon quest xi,0
"204",this limit edit shadow tomb raider xbox one x gorgeous,0.5
"206",keep wit shadow tomb raider ad tl aint complain,0
"207",saturday music giveaway renam the logitech g music giveaway also reduc number free copi,1
"211",gorgeous skinni get massag estefanni hardcor nude teas brother video fantasi,1
"215",get nostalg origin tomb raider it hard perfect game control probabl impr,0.5
"219",saturday music giveaway renam the logitech g music giveaway also reduc number free copi,1
"220",i find funni lot peopl happi fear death return tomb raider fail ack,0
"222",i like unchart gameplay person but game still great i care,1
"223",saturday music giveaway renam the logitech g music giveaway also reduc number free copi,1
"224",i like video new first look shadow tomb raider,1
"225",saturday music giveaway renam the logitech g music giveaway also reduc number free copi,1
"226",metal gear solid batman arkham citi tomb raider bloodborn the evil within,0.5
"229",tomb raider ps final fantasi x kingdom heart crash cortex strike back spyro the dragon,0
"234",xbox backward compat sale featur red dead redempt tomb raider underworld,0
"236",gather materi jump back creativ stream coupl day kill time can play tomb raider togeth,0
"239",im hype about shadow of the tomb raider,0
"242",some basic concept i put slash harvest moon a wonder life hm anoth wonder,1
"247",go go home play destini forsaken shadow tomb raider probabl make video t,0
"248",you want play shadow tomb raider two lucki winner will win copi xbox rt follow enter dead,0.666666666666667
"251",still havent finish rottr just preorder shadow tomb raider like,1
"254",just finish get compleat rise tomb raider onli took h i thorough enjoy everi,1
"256",xbox backward compat sale featur red dead redempt tomb raider underworld,0
"258",oh my god i complet forgot to add shadow of the tomb raider and soulcalibur to the list aaaaaa im dumb,0
"262",i know honest im wait get certif preorder tomb raider ill get,1
"263",rise tomb raider suck dick get shotgun,0
"264",xbox backward compat sale featur red dead redempt tomb raider underworld,0
"265",paramount intern hello jonathan davi korn make movi base actionadventur game tomb,1
"266",pokémon soul silver resid evil silent hill god war tomb raider,0.5
"268",well tomb raider fan version u get shadow tomb raider plane get,1
"269",thought day i think peopl complain tomb raider angel dark bug,0.25
"271",i cant wait play tomb raider im serious damn excit,0
"272",love movi it dvd awhil go buy seen yet tomb raider march,1
"274",god of war tomb raider unchart castlevania resid evil,0
"277",also tomb raider classic mercenari dishonor journey fallout new vega i keep go i s,0.333333333333333
"279",tombraid worst movi ive watch year,0
"281",red dead redempt horizon zero dawn monster hunter u world o gen tomb raider zelda breath wild,0.25
