"","text","score"
"1",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"2",yay trilog ive wait,1
"3",onli hour left back folklor creatur myth legend get limit print run,0
"4",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"6",cross mind everyth bernstein written suspect they,0
"7",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"8",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"9",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"11",onli hour left back folklor creatur myth legend get limit print run,0
"12",someth add silver bullet folklor file chesterton stori the dagger win,1
"13",check folklor creatur myth legend fifth edit dd d game,0
"14",today sept last day c sale breath breath dark short stori collect thank,0.5
"16",ive problem read bibl actual read cover cover play import par,0
"17",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"19",thank brought philli you will forev enshrin philli fol,1
"20",sailor believ knight disguis refus kill in one legend sailor harpoon,0
"21",join explor legend ladi lake ronkonkoma curs gile corey torment winchest,0
"23",much joga stress,0
"25",sailor believ knight disguis refus kill in one legend sailor harpoon,0
"26",final question second clock n ur lose one point what famous murder jamaican folklor usual,0.333333333333333
"31",join explor legend ladi lake ronkonkoma curs gile corey torment winchest,0
"32",see sasquatch wild one thing see wild run suv,0
"34",some shit happen stuff folklor ha fuck good month,0.333333333333333
"36",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"39",check folklor creatur myth legend fifth edit dd d game,0
"40",onli hour left back folklor creatur myth legend get limit pr,0
"42",more like wont everybodi will ignor stick end career folklor king,1
"46",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"47",an armi monster releas world mexican folklor onto unsuspect american public jorg jimenez p,0
"48",an armi monster releas world mexican folklor onto unsuspect american public jorg jimenez p,0
"52",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"55",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"56",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"58",and superstit folklor aboundmicroagress non binari gender unconsci bias race sex unreal,0.5
"59",give like read folklor myth legend stuff like,0.666666666666667
"61",frankenstein may sympathet monster deserv dracula monster need cruel vital the text,0
"62",publish coward print book cú colon salmon ruffag what folklor teach us about nu,0
"64",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"65",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"66",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"67",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"68",dont like amazon you can get gail is gaea walmart learn girl goe woman goddess,1
"69",dont like amazon you can get gail is gaea walmart learn girl goe woman goddess,1
"70",kaufman narrat skill will still draw fan folklor occult headi mu,1
"72",today sept last day c sale breath breath dark short stori collect thank,0.5
"75",dont like amazon you can get gail is gaea walmart learn girl goe woman goddess,1
"76",rt hear ye hear ye fresh press rekeauxian folklor add rest,1
"77",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"79",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"80",o kile mpolaisa ditshego tsile mokaragana she made great folklor music,1
"82",stree actor rajkummar rao we shot mani haunt place,0
"84",noth like littl fear add spice hunt,0.5
"86",stree actor rajkummar rao we shot mani haunt place,0
"87",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"89",ad thing ongo mysterysuspens cult cult cult voodoo doll black magic set,1
"91",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
"96",today sept last day c sale breath breath dark short stori collect thank,0.5
"97",an armi monster releas world mexican folklor onto unsuspect american public jorg jimenez p,0
"99",oh jjjjin jimin hes realli good kind thing huh busan dialect jhope what rabbit v,1
