"","text","score"
"1",fatal furi fatal furi garou densetsu snk,0
"6",so far captiv loup garou i like captiv i realli feel loup garou,1
"14",hmm cual sera fatal furi garou art of fight,0
"15",im still obsess garou song cirqu du soleil zarkana even though english lyric qui,0
"17",big love everyon made rd annual pagan fest dover ar amaz celia farran song sister,1
"18",i abl take snk drop garou motw look like kof pleas let anoth titl suffer fate instead,0.333333333333333
"25",tbh smartest move snk not bring new kof kof crowd seri too mani peopl,1
"29",i like video one punch man season trailer saitama vs garou ultim fight,0.5
"32",garou thank nice day,1
"35",my daughter bus driver near kill first day kindergarten psa parent young b,0
"36",australian fan snk will gather across day novemb gold coast celebr t,1
"37",now play tout cet amour la album version garou,0
"38",assum garou thing is gonna sell enough copi get casual attent is gonna good yes,1
"39",australian fan snk will gather across day novemb gold coast celebr t,1
"40",exact garou the last blade much better option,1
"41",top game garou nikujin risk rain wariowar mega microgam mele project m castlevania smtnocturn nier symphoni night,0.5
"43",australian fan snk will gather across day novemb gold coast celebr t,1
"45",lol peopl actual think garou happen shit and im like im readi neo turf mast,0.5
"49",australian fan snk will gather across day novemb gold coast celebr t,1
"51",for context break meteor one dude fast light dodg,0.5
"56",australian fan snk will gather across day novemb gold coast celebr t,1
"59",street rage spider man ps marvel vs capcom clash super hero garou mark wolv nioh,0.6
"61",australian fan snk will gather across day novemb gold coast celebr t,1
"62",australian fan snk will gather across day novemb gold coast celebr t,1
"65",australian fan snk will gather across day novemb gold coast celebr t,1
"66",australian fan snk will gather across day novemb gold coast celebr t,1
"69",snk go announc new game septemb th decent chanc might new samurai shodown even s,1
"70",australian fan snk will gather across day novemb gold coast celebr t,1
"77",garou s play real fatal furi game like rb,0.5
"80",australian fan snk will gather across day novemb gold coast celebr t,1
"85",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"93",i hope turn new garou im hear time id sad ke,0
"95",snk pleas give garou pleas i need life,0
"96",australian fan snk will gather across day novemb gold coast celebr t,1
"98",metal gear solid garou mark wolv breach kirbi superstar witcher,0.5
"105",obari post fatal furygarou artwork make happi,0
"117",eu sei que eu acabei de fazer um igualzinho mas fodas hollow knight castlevania symphoni night garou,0
"123",i can agre garou definit visibl broken game third strike requir dig realli deep,0
"125",oh shit dio va voic garou opm,0
"126",i aint gonna lie rd strike categori garou sens lmao i just dont think overr,0
"127",i will buy garou play least get money support cool releas hope help sale f,1
"128",that said can pleas get samsho vii garou the forner limbo year garou end cliffhang,0
"129",mother mega man x doom street fighter rd strike garou mark the wolv,0
"130",hope new garou need hotaru live right sempai,1
"133",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"134",i like video the voic garou et ses talent sur la rout gerald depalmasprim,1
"136",garou ii dawn wolv,1
"139",i think nice get sequel garou hella problem wh,0.5
"143",apollo love grou call blondi it make feel special nicknam,1
"144",fatal furi world hero samurai shodown art fight kof xv neo geo battl coliseum garou,0.5
"147",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"149",garo he slowli repeat i relax tree enjoy day here,1
"150",also arguabl sfii replac garou i feel garou crystal much i love fight g,1
"151",smb loz wind waker garou mark of the wolv final fantasi myth ii soultak,0
"155",yeah garou mad trash even leagu,0
"156",wait new snk game garou confirm real bout dead etern,0
"158",im final actual learn shit real bout never clear mind garou isnt good,0.666666666666667
"164",ive play enough know isnt anyth garou approach vanessa bnb,1
"165",lemm get dat garou but i feel like gonna new ip,1
"173",lemm get dat garou but i feel like gonna new ip,1
"174",dark soul final fantasi tactic garou shovel knight gemini rue,0
"175",if garou wanna bet s wack d model wont play want,0
"177",i wonder will game if i think might garou samurai shodown,1
"183",im gonna sad garou awaken i like design much,0.5
"184",gonna say garou gonna great rock theme children robert mile mom theme gonna,1
"185",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"189",i think may new last blade word dawn tie seri either ss garou,1
"190",fighter edit waku waku vampir savior garou mark wolv street fighter alpha kof guilti ge,1
"191",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"194",arent fatal furi end theme call sunset sky includ garou what come sunset dusk what co,0
"196",monster hunter ultim street rage jet set radio futur megaman battl network legend zelda breath,0
"198",new garou pleas,0
"200",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"201",i ad video playlist one punch man season trailer saitama vs garou ultim fight,0
"206",for s french varieti song like tout la musiqu que jaim johnni hallyday sous le ve,0.5
"211",dream garou mark the wolv xrd style i know never gonna happen can dream right,1
"213",i think may new last blade word dawn tie seri either ss garou,1
"215",snk reveal new game sep th let go new samurai showdown garou what hope,0
"218",garous left thumb seem strang look great,1
"219",australian fan snk will gather across day novemb gold coast celebr t,1
"220",of cours im just say garou dumb titl and worth id person w,0.5
"221",fair announc new fatal furi game call garou specif fuck yo,0.333333333333333
"223",guy guy im excit snks new game announc anyon pleas garou mark wolv al,0
"225",australian fan snk will gather across day novemb gold coast celebr t,1
"232",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"233",and garou year old i just start play post age well thing,1
"234",i like video loup garou uhc highlight la revanch du cupidon,1
"237",honest garou great anoth game i want last blade but i take new,1
"239",if huge fan snk classic like garou last blade samsho hope new snk game becaus,1
"240",if huge fan snk classic like garou last blade samsho hope new snk gam,1
"241",pokemon black white castlevania dawn sorrow megaman x garou mark wolv sonic mania,0.333333333333333
"243",but yeah everyth ive seen snk strang angl toward fatal furi fan garou sequel wouldn,0
"244",hey i want fatal furi garou motw aint fatal furi i aint singl fight plane life,0
"246",and im see snk heroin stori leak fact terri darkest end cas,0
"247",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"248",lrt i know exact garou i joke said i first saw announcem,0
"250",happen potenti sequel tizoc lose someon grant and becom kod gees ex gee,0
"251",im hope new garou sinc terri popular watch samurai showdown annoy,0.333333333333333
"252",kofxiv plotlin progress even fatal furi skew previous titl the main protagonist stude,0.5
"254",link eventhub while samsho fan request game plan animemanga work,1
"255",lol peopl actual think garou happen shit and im like im readi neo turf master i snk,0.666666666666667
"257",after initi hype snk final go reveal someth samurai shodown relat i realiz garou seq,0
"260",snk wishlist metal slug samurai showdown garou cross finger new announc one,0
"266",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"271",snk go announc new game septemb th decent chanc might new samurai shodown even s,1
"273",australian fan snk will gather across day novemb gold coast c,1
"274",mani garou fan never play game love game look reput it crazi,1
"281",man even fuck grant reach far not obvious differ font also one uniqu t,0
"289",feint cancel dp cancel allow longer execut heavi combo just defend system,0
"295",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"297",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"298",lemm get dat garou but i feel like gonna new ip,1
"301",garou kill everyth uniqu fatal furi seri real bout pinnacl seri,0
"302",snk go announc new game septemb th decent chanc might new samurai shodown even s,1
"303",snk go announc new game septemb th decent chanc might new samurai shodown even s,1
"304",snk go announc new game septemb th decent chanc might new samurai shodown even s,1
"306",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"307",snk go announc new game septemb th decent chanc might new samurai shodown eve,1
"308",yeah mayb charact roster make garou look great,1
"309",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"312",again pleas snk money game look graphic good sequel garou motw deserv,0.5
"316",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"317",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"322",real bout game play mile better garou imo peopl ignor ffs ff,1
"323",i said garou definit one cool like game honest know peopl love,1
"324",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"327",garou mani charact get a second chanc edit garou kevin ryan die garou sponsor by gasx,0
"328",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"333",this remind monster garou one punch man,0
"334",so hype i hope samsho fatal furi kof xv garou mark of the wolv,0
"335",garou one best snk game made besid kof,1
"338",new d garou bust so yeah im excit,0
"339",pleas love god garou sequal possibl samurai showdown ss probabl fav,0.5
"340",pray kofum good end kof port ps realiti kof garou samsho graphic bad end m,0.5
"341",pray kofum good end kof port ps realiti kof garou samsho graphic bad end m,0.5
"343",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"344",i like video tonio life les rageux au loup garou info word,1
"346",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"347",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"349",fuck off with this samsho bullshit give me garou aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
"350",platon hello angel love life miss u today u know love u heart will never stop bea,0.75
"356",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"357",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"358",and garou almost monster hero associ launch attack on but,0.333333333333333
"359",garou best fighter ever i got mvs,1
"360",new snk game announc if fatal furygarou im go lose shit,0
"362",will hype new garou game buy along kh,0
"364",nasa confirm garou found mar,0
"365",garou fanart im work onepunchman,1
"366",garou mark wolv that one excel other king fighter xiv beginnerfriend,1
"369",garou best fighter ever i got mvs,1
"370",snk fan kof palyer old school i love last blade like much samou,1
"371",new snk game announc if fatal furygarou im go lose shit,0
"373",snk fan kof palyer old school i love last blade like much,1
"377",here multipl thought cvs new sam sho like said new fatal furi game either garou actual one,0.5
"379",pray kofum good end kof port ps realiti kof garou samsho graphic bad end m,0.5
"380",yeah man much look like garou mark wolv opinion one,1
"381",oh ok i seen confus im honest hope kof i love kof,1
"383",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"385",pleas let either new garou samsho,0
"389",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"391",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"397",fui ler sobr develop hell e deparei com isso aqui a third the last blade game sequel garou mar,0
"400",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"401",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"402",garou alreadi stupid long combo avoid anyth,0
"404",is anyth never done like someday gagner au loupgarou,1
"408",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"412",pleas anoth garou i need moar freeman life,0
"413",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"425",said hope new fatal furygarou samsho cool dont competit scene anywher,0.5
"426",la suit dune des licenc suivant metal slug the last blade twinkl star sprite doubl dragon,0
"428",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"431",garou pleas thank you k bye,0.5
"436",ive watch last season voic know fave moment made son,1
"437",garou fanart im work onepunchman,1
"442",garou neo turf master mid fighter,1
"446",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"447",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"449",hold hors clown this cvssvc it may well garou it secret guy snk wa,1
"451",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"452",omfg new metal slug new garou new kof honest anyth new snk enough get hype,0.5
"463",lrt garou gawd pleas,0
"464",if shit aint new samurai shodown garou psycho soldier hd remak help god,0
"473",im absolut trash moment deliv garou redesign older wiser rock im gonna go wild shit trust thi,0.25
"475",new metal slug garou,0
"477",pleas add album seulgarou,0
"478",pleas pleas either last blade garou sequel and hope ll either sprite base use unreal,0.333333333333333
"482",is anyth never done like someday gagner au loupgarou,1
"483",garou samsho last blade dope hell,0
"485",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"489",we appreci support make kof xiv kof xvgarou cool gonna new,1
"490",garou fanart im work onepunchman,1
"492",i dont think i want garou modern snk garou anim length combo sound like shit,0.666666666666667
"493",garou last blade samurai shodown kof real bout metal slug sengoku ikari warrior art fight king,0
"497",garou fanart im work onepunchman,1
"499",is anyth never done like someday gagner au loupgarou,1
