"","text","score"
"1",also marvel vs capcom that game good,1
"2",miho mori marvel vs capcom,1
"3",check broadcast playstat marvel vs capcom infinit live,1
"4",game bare didnt make cut ultim marvel vs capcom tatsunoko vs capcom tekken tag tournament st,1
"5",blazblu guilti gear persona play yet marvel vs capcom darkstalk pocket fighter,1
"6",ultim marvel vs capcom deadpool gameplay ps,1
"7",diddi kong race marvel vs capcom infinit street fighter iii rd strike donkey kong countri super smash bros m,0.5
"8",mani realli hate marvel vs capcom infinit thing actual happen,0.5
"9",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"10",power stone fun dreamcast lot cheesi classic style surviv horror us marvel v,1
"11",ultim marvel vs capcom panzer dragoon saga street rage resid evil phantasi star onlin,0.25
"12",goldeney castlevania sotn marvel vs capcom street rage horizon zero dawn,0.666666666666667
"13",i ad video playlist marvel vs capcom infinit part,1
"14",miho mori marvel vs capcom,1
"15",starfox lylat war megaman x the crew elit danger marvel vs capcom,0.5
"16",miho mori marvel vs capcom,1
"17",miho mori marvel vs capcom,1
"18",marvel vs capcom theme captain commando,1
"19",world warcraft persona street fighter marvel vs capcom knight old republ this,1
"20",catherin ultim marvel vs capcom crypt necrodanc bloodborn poni island,1
"21",zelda link to the past mario world mega man x smash bros marvel vs capcom,0.5
"22",littl nightmar sonic unleash batman arkam asylum marvel vs capcom infinit tekken,0.5
"23",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"24",miho mori marvel vs capcom,1
"25",super mario world donkey kong countri tropic freez street fighter iv smash wii u marvel vs capcom infinit,0.666666666666667
"26",earn psn trophi bronz marvel vs capcom infinit,1
"27",miho mori marvel vs capcom,1
"28",street rage phantasi star onlin vv final fantasi rock band lt absolut best marvel vs capcom,0.666666666666667
"29",ps twist metal n majora mask dreamcast marvel vs capcom ps shadow colossus gamecub,0.5
"30",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"31",street fighter v shadow colossus soul calibur ii zero time dilemma marvel vs capcom,0.5
"32",phoenix wright ace attorney ultim marvel vs capcom the last us advanc war dual strike paper mario thou,0.5
"33",miho mori marvel vs capcom,1
"34",metroid prime seri batman arkham seri ultim marvel vs capcom shadow war smash,0.5
"35",miho mori marvel vs capcom,1
"36",ninja gaiden black devil may cri resid evil halo marvel vs capcom,0.333333333333333
"37",miho mori marvel vs capcom,1
"38",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"39",hey marvel vs capcom bought infinit one terribl,1
"40",marvel vs capcom anyon,1
"41",halo reach metal gear solid snake eater marvel vs capcom majora mask super metroid,1
"42",street rage god war ps forza horizon toni hawk underground marvel vs capcom remix,0.5
"43",miho mori marvel vs capcom,1
"44",miho mori marvel vs capcom,1
"45",silent hill monster hunter world marvel vs capcom tale symphonia shovel knight,0.666666666666667
"46",marvel vs capcom infinit iron mancaptain america veri hard,0.5
"47",raiden spyro year dragon brave default marvel vs capcom monster hunter generat,0.666666666666667
"48",miho mori marvel vs capcom,1
"49",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"50",miho mori marvel vs capcom,1
"51",miho mori marvel vs capcom,1
"52",miho mori marvel vs capcom,1
"53",marvel vs capcom,1
"55",miho mori marvel vs capcom,1
"56",earthboud marvel vs capcom bind isaac mario sunshin cave stori,0.5
"57",shine forc final fantasi x forza horizon marvel vs capcom what remain edith finch,1
"58",marvel vs capcom clash super hero marvel vs capcom new age hero marvel vs capcom fate two world,0.857142857142857
"59",miho mori marvel vs capcom,1
