"","text","score"
"1",odin sphere ani battl network game pokemon crystal risk rain final fantasi tactic advanc,0
"3",persona breath wild katamari damaci final fantasi ix,0
"4",recent final fantasi ps pls dont make fun just dont ps anymor just new laptop,1
"6",final fantasi xv cosplay fleet kind strong lunafreya nox fleuret photo si hbdluna,1
"7",final fantasi shovel knight mario odyssey metal gear solid kingdom heart,1
"8",final fantasi x ocarina time last us stardew valley breath wild,0
"9",beatmaniaiidx groov coaster final fantasi xii doom valkyria chronicl,0
"10",ive alway best enjoy encount depth also excess complex exampl,0.666666666666667
"13",ice age meltdown nintendo gamecub ice age meltdown soni playstat ice age meltdown,0
"15",gyruss gradius snes final fantasi x red dead redempt nier automata unit factor tremend s,0
"16",gyruss gradius snes final fantasi x red dead redempt nier automata unit factor,0
"17",sonic adventur devil may cri special edit metal gear solid resid evil final fantasi,0.333333333333333
"19",monster hunter umhgu final fantasi digimon world dragon dogma doom,0
"20",the witcher final fantasi xv resid evil mass effect silent hill,0.5
"23",legend dragoon metroid prime final fantasi xiv rune factori harvest moon heck tossup team fortress,0
"24",breath wild assassin creed twilight princess final fantasi xv assassin creed origin bonus game,0.25
"28",ariana grand final fantasi game cloud final fantasi cloud super smash bros ariana grand,0.5
"30",final fantasi tonight everyon dont forget pm come watch stream join great communiti g,1
"32",bleach op shoujo s scandal the sexiest nonecchi open time ive wait year final fantasi,0
"35",earthbound terraria super puzzl fighter turbo final fantasi tactic metal gear rise reveng,1
"36",i just start replay final fantasi a classic,1
"39",zelda ocarina of time footbal manag final fantasi tactic witcher pokemon gold,1
"40",is game like final fantasi tactic,1
"42",love broken origin final fantasi no modern game allow rever bust simult,0.5
"43",warfram final fantasi tactic armor core monster hunter phantasi star onlin honor mention vanquish devil,0.333333333333333
"45",everyon music video look like final fantasi charact disagre straight hater,0.5
"48",super metroid fallout nv oblivionskyrim final fantasi vagrant stori honour mention beast wrestler,0.333333333333333
"50",gadzook it den monster er kid can go ahead cid scout karnak meteor final fantasi v,0
"54",final fantasi xii final fantasi tactic shadow colossus rune factori counter strike,0
"57",my brother gave final fantasi x play s tire hear rage bitch walk room,0
