"","text","score"
"1",flight night blue dragon pain eye sorrow septemb rain song,0
"2",hey i femal blue chihuahua smooth coat the shelter staff,1
"3",dragon quest xi clip today stream orfeo aka nottrunk goe super saiyan blue first time nsfw,1
"4",yep name manual even illustr cool kick enemi blue r,1
"6",yug gn surpris nya q ya sa gift nya birthday salt scrub and full bodi hot stone spa on a star lei,1
"10",poker tabl me shuffl tri fit ok boy name game poker ace high jack wild ki,0
"13",add blue eye chao max dragon death,0
"14",i like video dragon ball super blue vegito theme epic rock cover,1
"15",i watch show forev i feel realli bad but can someon catch,0
"17",talk drive emma yellow bug perk work disney show,0.5
"18",from now artwork the old work left new one still progress right d,1
"19",this incred sweet moment mother jen give advic young women grow,1
"20",to be destroy super sweet sterl need you a volunt write sterl appropri wear ster,0.666666666666667
"21",discuss scene fun film fairi tale volkswagen,1
"25",hello charlott i cant choos psychonaut wadanohara the great blue sea spyro year dragon,1
"27",hey cyberknight look freak field i blue eye chao max dragon sup,0
"28",two box hope pull sweet masterpoh nevermind would probabl fi,1
"29",the blue dragon also know glaucus atlanticus crazylook creatur speci blue sea slug,0
"32",sakura blue eye white dragon cant lose,0
"33",i will summon blueey white dragon graveyard master you lose yugioh,0.5
"34",digimon shit back battl ill pull ultim blue eye white dragon,0
"35",play fuck blue eye white dragon kill,0
"36",score hockey seem come nowher the playplay guy alway shock lepeit pass huckenchuck,0
"38",poker tabl me shuffl tri fit ok boy name game poker ace high jack wild ki,0
"40",i swear dark hole get play blueey white dragon one time im gonna lose shit,0
"44",sailor moon one piec dragon ball z death note blue exorcist,0
"48",talk drive emma yellow bug perk work disney show,0.5
"50",talk work mr mrs smith fairi tale volkswagen panel,1
"51",poker tabl me shuffl tri fit ok boy name game poker ace high jack wild ki,0
"52",this incred sweet moment mother jen give advic young women grow,1
"56",discuss scene fun film fairi tale volkswagen,1
"58",discuss scene kill fairi tale volkswagen panel dr,0
"60",i ad video playlist dragon ball super vegeta royal blue theme epic rock cover,1
"61",discuss love work miss fairi tale volkswa,0.666666666666667
"64",that right jen s import stay hydrat run water fairi tale volkswagen,1
"65",discuss work fairi tale volkswagen panel d,1
"67",vgc today mark shift vgc sun seri ruleset battl type doubl battl pokémon limit restrict,0
"68",vgc today mark shift vgc sun seri ruleset battl type doubl battl pokémon limit restrict,0
"69",she love emma much confirm charact rather play tha,1
"73",talk drive emma yellow bug perk work disney show,0.5
"75",talk work mr mrs smith fairi tale volkswagen panel,1
"76",this incred sweet moment mother jen give advic young women grow,1
"80",discuss scene fun film fairi tale volkswagen,1
"82",discuss scene kill fairi tale volkswagen panel dr,0
"87",talk drive emma yellow bug perk work disney show,0.5
"89",talk work mr mrs smith fairi tale volkswagen panel,1
"90",this incred sweet moment mother jen give advic young women grow,1
"94",discuss scene fun film fairi tale volkswagen,1
"96",discuss scene kill fairi tale volkswagen panel dr,0
"99",perfect exampl let know im case need help finish face,1
"100",in etsi shop new dragonthi dark blue dragon one favorit,0
"101",blue eye white dragon gonna hop wagon germani suck much rite aid berg work everi,0.5
"102",love bronzer your dragon me down blue smokey eye makeup tutori youtub chann,1
"104",i think monkey dragon roar zouwu i wonder blue dragon,1
"107",hey love america home red white and blue if want sit nation anthem se,1
"108",shyvana half dragon half human can shapeshift n vayn hot girl dragonslay ski,1
"110",when peopl think strong yugioh card peopl think blueey white dragon mayb even pot greed,0.5
"112",favorit saiyan vegeta goku two saiyan goku vegeta super saiyan blue,1
"118",same i just finish season last night one hell final plus blue dragon flame just,0
"122",vgc today mark shift vgc sun seri ruleset battl type doubl battl pokémon limit restrict,0
"127",this incred sweet moment mother jen give advic young women grow,1
"132",redo top charact list yoshimitsu scv hinaichigo rozen maiden zola blue dragon natsu,1
"134",gundam wing your lie in april dragon ball z ping pong perfect blue,0.5
"138",new rescu hi i k spunki sweet friend week old lb girl like medium size dog my foster,1
"141",super fresh fruit bonbon blueberri dragon fruit recip blueberri bonbon cup ground almond cup co,1
"142",vgc today mark shift vgc sun seri ruleset battl type doubl battl pokémon limit restrict,0
"143",vgc today mark shift vgc sun seri ruleset battl type doubl battl pokémon limit restrict,0
"144",ive heard pink nelliep heard pink dragon a wee bit fun babi dragon ohhhh much,1
"145",if havent alreadi heard glastonburi scrimmag today cancel due high heat humid we will still,0
"146",super buu bodi male majin second third form friezaarcosian race blue eye namek,1
"151",if havent alreadi heard glastonburi scrimmag today cancel due high heat humid we wi,0
"153",spite tini mischiev ghost dragon thing,0
"154",death note dragon ball bleach blue exorcist,0
"156",lrt also got meet kani blue cream puff dragon person serious guy venushound worth,1
"159",ask infam blue dragon award adlib trembl part i think nerv,1
"160",i like video blue vs ss super dragon ball hero seereaxion reaction,1
"161",like legend zelda final fantasi kingdom heart assassin creed blue dragon tera life strang like,0.666666666666667
"168",poker tabl me shuffl tri fit ok boy name game poker ace high jack wild ki,0
"170",dont miss dazzl blue display artistri dure septemb get compat bad dragon toy order decora,0
