"","text","score"
"3",icymi putin work grow talent sign germani,1
"4",in period domin ronaldo messi one season luka modri won club world cup golden ball,1
"7",miami dt gerald willi goe clubswim rip sack,0
"13",lui suarez real madrid real madrid i think lot player great level you fresh ambiti,1
"14",stupid tweet just case jerri seinfeld tweet go tonight,0
"16",lol no wonder arsenal strip club epl give top free lap danc,1
"17",i love peopl make cool merch just name logo slap shirt i love good origin desi,0.8
"19",creeksid boy golf take bartram trail creeksid led mason holder andrew riley,1
"20",when club hear i pray time like rhyme like,1
"21",no first tee jitter bhsgolf the brooksid club sunset grill,0
"22",best strip club readi set go rbuffalo come buffalo weekend bachlor parti best,1
"23",are support polic brutal understand boycott work then i know place the rig,0.5
"24",your grandpa can kiss ass give grandma big hug welcom tattoo bad bitch club,0.333333333333333
"29",whi i cri club right now,1
"30",and clear day rod rosenstein afterward pat kavanaugh back it good ole boy,1
"32",look like opi part club,1
"33",my guest today espresso tale love whose brilliant novel design you launch last week we cha,1
"35",kurt suzuki roberto clement award nomine this annual recognit player club w,1
"37",i learn morn great club ill celebr famili friend love one,1
"38",whose bigger club rt man utd like liverpool,1
"42",drunk cri club listen weekend main,0
"44",see great interview presid liber club sydney uni administr effort,1
"47",some girl just came winco told thought i gorgeous i cri club right now,1
"49",have great night ballpark thank innamuravinneorealtor know take care client,1
"51",there afl club brand miss mark ade freo west coast gld coast,0
"57",fuck the club up fuck the club up bittcchhhh,0
"59",wow im glad excit club,1
"62",me boss tri open someth fun lakeport what guy thing club sinc one never open,1
"64",today attend elit club coach forum nyon organis bring togeth best co,1
"66",i now advis undergrad strong cultur histori club devot rais historiograph awar,1
"67",your in the club and this guy slap your girlfriend ass,0
"68",proud endors as secretari state ill keep fight protect environ,1
"71",a billion dollar cool know cool trillion dollar boom i rememb like yesterd,1
"72",the perfect segu toy matine year earlier half ba,1
"74",celebr brazil independ ubisoft club challeng win round bope unlock brazilian t,1
"75",i just watch s wonder i hope god can get the boy club scare,0.5
"76",psg boss colleagu built camaraderi share insight brightest mind,1
"81",drunk cri club listen weekend main,0
"84",meet winner poppi age poppi panenter crohn diseas despit tired nausea,0.5
"85",didnt realiz kill link golf club,0
"86",circus democrat interrupt kavanaugh hear near time in the first minut,0
"87",massiv thank carlo slim grupo carso commit real oviedo sinc manag c,1
"91",youv got attent rip middl school av club ran ahl live,0
"92",troy deeney spur lack cojon simpl theyv got toilet seat stadium happi brag finish,0
