"","text","score"
"7",like think king dice card use battl lil kid,1
"10",like think king dice card use battl lil kid,1
"13",haha i think im just bitter bitch got rid saw we gotta hang soon b,0
"14",hmm interest choic platinum burnout spidey fair guess galaxi etria,1
"16",funko pop funday cuphead freddi red devil se limit ed pcs new,0
"19",fuck i total forgot cuphead thank man,0.5
"25",baro von bon bon cuphead shes nonsens ruler candystrip boomstick i love,1
"43",dark soul celest cuphead final fantasi x sakura dungeon,0
"70",cuphead refer like game cuphead,1
"92",basic cuphead execut reminisc trauma got nightmar tri keep determin,0
"94",clean backlog prepar this weekend i complet detroit becom human cuphead,1
"95",just saw video hilari thank,1
"96",like think king dice card use battl lil kid,1
"97",i i i beat cuphead i holi shit i i did it adfojadjgfkldsjglkjdglkjsdklgjlskdgj i beat the,0
"98",like think king dice card use battl lil kid,1
"103",i hope cuphead expert mode damag p shooter invert control blind fold run jk cant wait agdq,0
"104",bewar brook if u do play cuphead prepar to rage,0
"108",i like video cuphead funfair fever acapella cover run gun,0.5
"109",im sadden cuphead will give support help anyway,0.5
"110",i like video cuphead junkyard jive acapella cover dr kahl robot,0.5
"111",im sadden cuphead will give support help anyway,0.5
"113",sunset ori cuphead decent one list the rest exclus,1
"115",ori sunset overdr quantum break recor cuphead ryse sot new ip,0
"117",sure provid much better experinc xbox give hzd bloodbo,1
"119",i like video i put cuphead music polic chase,1
"120",kirbi dream cours cuphead donkey kong countri sf crash bandicoot mother,0
"121",announc cuphead seri two line m look smack preorder,0
"124",befor i start post con stuff here beauti video harass scare life,0
"126",castlevania symphoni night crash team race robokil ii hero iii cuphead,0.5
"128",befor i start post con stuff here beauti video harass scare life,0
"129",befor i start post con stuff here beauti video harass scare life,0
"130",oh boy love cuphead come back know mean,1
"138",smash final fantasi fire emblem cuphead marvel,0.5
"140",ik cuphead high request i day school work,1
"141",ive burn new stuff ive play old stuff i finish yet cuph,0
"142",iconoclast baldi basic bendi ink machin duh cuphead evil genom,0
"143",dlc next anim work,1
"146",miss ween here part coop have a sugar ru,0
"149",crypt necrodanc overwatch dps cook blood moon breath wild cu,0
"151",super smash bros brawl shape liferelationship pikmin favorit game time harvest moon game my,0.5
"153",i like video cuphead hipster crap,0.5
"154",if i ever need music i enjoy lot whatev reason i turn mgrr skullgirl ost or cuphead,1
"155",my top game cuphead shovel knight axiom verg overcook littl nightmar te,1
"157",super metroid halflif tes v skyrim cuphead donkey kong countri,1
"158",i realli enjoy messeng now ive hit difficulti wall well least i got time one cuphead,1
"159",i also fantas yesterday i fell asleep d fighter everi frame made like woodcut pure bla,0.666666666666667
"162",fallout the legend zelda breath wild dark soul overwatch cuphead ein meng salz halt,0
"163",indi game id recommend let peopl get tast style contrast mini metro the wit cuphead,1
"166",indi game id recommend let peopl get tast style contrast mini metro the wit cuphead,1
"167",indi game id recommend let peopl get tast style contrast mini metro the wit cup,1
"168",infinit warfar zombi cuphead bayonetta ffxv smash,0
