"","text","score"
"1",i think one reason peopl like conan exil they idea next,1
"4",after unknown stagger number hour play conan exil i final burnt after month play,0
"8",bayonetta frostpunk stardew valley banish conan exil,0
"9",conan exil s actual super fun play viewer nice helpfu,1
"10",play littl conan exil possibl scum today join,0
"11",play littl conan exil possibl scum today join lurkforc,0
"12",play littl conan exil possibl scum today join lurkforc,0
"13",play littl conan exil possibl scum today join lurkforc,0
"17",detroit simpli stun man absolut love im current play elit danger conan exil,0.333333333333333
"18",you shall fall befor my cudgel play conan exil drunk,0
"20",conan exil full crack download link googl drive qua,0
"21",xbox one deal agatha christi the abc murder conan exil dark soul iii littl nightmar,0
"22",conan exil week xbox live gold member,1
"26",conan exil week xbox live gold member,1
"27",conan exil week xbox live gold member,1
"28",conan exil week xbox live gold member,1
"29",conan exil week xbox live gold member,1
"30",i ad video playlist die abschaumtiefen conan exil segerman,0
"31",conan exil week xbox live gold member,1
"32",conan exil week xbox live gold member,1
"33",conan exil week xbox live gold member,1
"35",this week xbox deal gold featur conan exil dark soul,0.5
"36",conan outcast drop v buck conan exil,0
"37",conan exil week xbox live gold member,1
"38",im give away copi conan exil xbox one just follow rt chanc win good luck,1
"39",conan outcast drop v buck conan exil,0
"40",i like video conan outcast drop v buck conan exil,0.5
"41",i like video conan outcast drop v buck conan exil,0.5
"42",conan exil week xbox live gold member,1
"43",conan outcast drop v buck conan exil,0
"45",anyon els problem data sync xbox one i load wolfenstein new order conan exil,0
"46",i like video conan outcast drop v buck conan exil,0.5
"47",this week xbox deal gold featur conan exil dark soul,0.5
"48",i like video amaz conan exil tip that will help you be a pro,1
"49",conan exil week xbox live gold member,1
"50",conan exil week xbox live gold member,1
"52",conan exil week xbox live gold member,1
"53",conan exil week xbox live gold member,1
"54",this week xbox deal gold featur conan exil dark soul,0.5
"55",this week xbox deal gold featur conan exil dark soul,0.5
"56",i like video conan exil a nail coffin earli access swagger review,0.5
"58",as barbarian warrior must surviv threat hostil world use power god forg,0
"60",i like video conan outcast drop v buck conan exil,0.5
"61",ik vind een video leuk into new asagarth frost giant luvin mod conan exil gameplaylet,0
"62",this week xbox deal gold featur conan exil dark soul,0.5
"63",this week xbox deal gold featur conan exil dark soul,0.5
"64",i like video a new citi aris in the north mod conan exil gameplaylet play e,1
"66",i like video conan exil duo surviv hell fire brimston also a giant allig,0.5
"67",im xbox just keep crash soon i tri enter lobbi or just say sync data conan exil,0
"68",i host day die server plex server had conan exil server probabl will host fallou,0
"69",this week xbox deal gold featur conan exil dark soul,0.5
"70",this week xbox deal gold featur conan exil dark soul,0.5
"71",conan exil discount fast deliveri conanexil,1
"75",im give away copi conan exil xbox one just follow rt chanc win good luck,1
"76",i like video conan exil pet tame guid,1
"80",conan exil discount fast deliveri conanexil,1
"81",conan exil discount fast deliveri conanexil,1
"82",conan exil discount fast deliveri conanexil,1
"85",i ad video playlist conan exil pvec we take abyss remnant episod,0
"86",conan exil we final take abyss remnant,0
"87",this week xbox deal gold featur conan exil dark soul,0.5
"88",i like video conan exil offici pvp build a hous,1
"91",this week xbox deal gold featur conan exil dark soul,0.5
"95",i like video the purg is real we are gonna get slaughter conan exil first time,0.5
"98",this week xbox deal gold featur conan exil dark soul asher madan microsoft debut new,0.5
"101",this week xbox deal gold featur conan exil dark soul,0.5
"102",this week xbox deal gold featur conan exil dark soul,0.5
"103",i like video frame raid conan exil,1
"104",this week xbox deal gold featur conan exil dark soul,0.5
"105",i like video report troll conan exil,1
"106",the purg is real we are gonna get slaughter conan exil first time playthrough,0
"107",so i just notic im just littl bit follow while ive quiet normal still make,1
"108",i like video rat god reborn conan exil,1
"109",day die conan exil ark surviv evolv day z hz,0
"111",i like video the purg is real we are gonna get slaughter conan exil first time,0.5
"112",will rust ever avail consol similar open world game ark conan exil,0
"113",skyrim ark conan exil day die stardew valley hous flipper im say let real,0
"119",crowmist tv content dead by daylight live stream day to die conan exil fortnit and subscri,0
"120",i like video the arena the dragon the long walk home conan exil ep,1
"121",do y want stream conan exil walk dead,0
"122",crowmist tv content dead by daylight live stream day to die conan exil fortnit and subscri,0
"123",crowmist tv content dead by daylight live stream day to die conan exil fortnit and subscri,0
"124",crowmist tv content dead by daylight live stream day to die conan exil fortnit and subscri,0
"125",crowmist tv content dead by daylight live stream day to die conan exil fortnit and,0
"127",i like video a new citi aris in the north mod conan exil gameplaylet play e,1
"129",im give away copi conan exil xbox one just follow rt chanc win good luck,1
"131",im give away copi conan exil xbox one just follow rt chanc win good luck,1
"132",thank everyon enter congrat win free conan exil steam code,1
"133",im give away copi conan exil xbox one just follow rt chanc win good luck,1
"142",probabl well like ark conan exil it typic pc game u ask,1
"144",stream will bit later tonight stay tune insurg sandtorm conan exil quak champion,1
"163",which bug refer mayb i play lot surviv game i play pc game,0
"166",i like video hunt for thick hide rhino bear and eleph conan exil bacon,1
"167",ik vind een video leuk harden steel and fur for the north mod conan exil gameplaylet,0
"180",i like video hunt for thick hide rhino bear and eleph conan exil bacon,1
"181",never call attent conan exil episod monster factori suprem good,0.5
"182",live twitch play conan exil smoke chill vibe rt,0
"187",i won from what hell have you crawl achiev conan exil trueachiev pts,0.5
"188",rememb guy winner dont use drug live twitch play conan exil bunni the ba,1
"190",thank everyon enter congrat win free code serial cleaner stay tune,1
"194",tosti play conan exil episod journey desert,0
"201",will back wednesday pm conan exil dont miss chang,0
"202",will back wednesday pm conan exil dont miss chang,0
"203",will back wednesday pm conan exil dont miss chang,0
"204",will back wednesday pm conan exil dont miss chang,0
"205",will back wednesday pm conan exil dont miss chang,0
"206",will back wednesday pm conan exil dont miss chang,0
"207",will back wednesday pm conan exil dont miss chang,0
"208",will back wednesday pm conan exil dont miss chang,0
"209",will back wednesday pm conan exil dont miss chang,0
"212",i like video sunday live conan exil wdarsi,1
"215",day to die lead leav comment u want one game play crowmist tv twitch tv destini,0.5
"218",day to die lead leav comment u want one game play crowmist tv twitch tv,0.5
"224",impress,1
"226",comment game want crowmist tv play live destini dead by daylight conan exil die,0
"227",comment game want crowmist tv play live destini dead by daylight conan exil die,0
"228",comment game want crowmist tv play live destini dead by daylight conan exil,0
"231",thank everyon enter congrat win free code serial cleaner stay tune,1
"233",after lose lot viewer switch conan exil appear switch back right m,0.5
"243",i like video conan exil wall on foundat,1
"244",ik vind een video leuk the frozen north beckon mod conan exil gameplaylet play e,0.5
"254",everyon follow great friend twitch play conan exil,1
"259",everyon follow great friend twitch play conan exil,1
"260",swim fishi unexpect stream chill stream giveaway conan exil day p,0
"261",swim fishi unexpect stream chill stream giveaway conan exil day p,0
"262",swim fishi unexpect stream chill stream giveaway conan exil day p,0
"263",swim fishi unexpect stream chill stream giveaway conan exil day p,0
"264",swim fishi unexpect stream chill stream giveaway conan exil day p,0
"267",swim fishi unexpect stream chill stream giveaway conan exil day,0
"272",i like video sorceri pet boss mechan and more interview with conan exil joel bylo part,1
"278",outcast exil rent server day four conan with bacon,0
"280",can review broken agil mechan conan exil the dont listen agil will allow yo,0
"284",i like video conan exil communiti stream let check out some cool stuff,1
"286",get fatal error download conan exil fix,0
"289",i like video x pyramid base conan exil,1
"290",i like video conan exil pvp our other server was delet ep,1
"292",i like video outcast exil rent server day four conan with bacon,0.5
"293",i like video the biggest pyramid base showcas conan exil,1
"294",i like video outcast exil rent server day four conan with bacon,0.5
"295",i like video check out the lemurian architect mod mod conan exil gameplaylet play,1
"298",i like video outcast exil rent server day four conan with bacon,0.5
"305",i like video conan exil test live patch note testliv updat,1
"309",free conan exil cd key steam,1
"310",i like video check out the lemurian architect mod mod conan exil gameplaylet play,1
"317",know show work conan exil team work can new eufr dio,1
"318",i like video conan exil beginn guid begin base build,1
"320",conan exil clash avatar,0
"321",i like video conan exil mina tirith lord ring speed build,1
"324",conan exil pc digit download use discount frugal game,1
"326",know show work conan exil team work can new eufr dio,1
"332",winner winner chicken dinner damian hone win conan exil check email t,1
"335",i like video check out the lemurian architect mod mod conan exil gameplaylet play,1
"336",i like video conan exil post vacat updat sort s,1
"337",i paid fulli two conan exil dlcs money well spent peopl like hey funcom,1
"339",im run win copi conan exil thank,1
"340",im run win copi conan exil thank,1
"341",new boss full walkthrough of the new dungeon the midnight grove conan exil,0
"342",conan exil game giveaway inform i contact winner contest held last week howev,1
"343",i like video conan exil gameplay ep new asagarth,1
"345",i like video let play conan exil arkangel ep a fight to the death also forg,0.5
"346",i like video let play conan exil arkangel ep arco the wander,1
"348",it freecodefriday win conan exil steam fe orgin,1
"354",conan exil offici pvp help the tribe to kill thing also girr host heist and more,0
"355",conan exil pc crack free download,0.5
"356",conan exil offici pvp help the tribe to kill thing also girr host heist and more,0
"358",conan exil dvds rs island wide deliveri rs hot line,1
"361",omg i came watch battl conan exil ps offic senc i get share ill lose foll,0
"367",im run win copi conan exil thank,1
"370",a littl late night review i crash conan exil xbox one now earli access,0
"372",conan exil offici pvp help the tribe to kill thing also gi,0
"373",i like video conan exil offici pvp help the tribe to kill thing also girr host,0.5
"376",i like video anti climb basic conan exil tip,1
"378",congratul you winner you won steam code conan exil orgin,1
"380",congratul you winner you won steam code conan exil,1
"387",win steam code fe conan exil special thank to win follow,1
"388",three day weekend what everybodi as explor frozen north conan exil final tryi,0
"390",conan exil locat bug nest,0
"393",game how mani peopl know conan exil what think game fair still need,1
"394",conanexil funcom i usual felt disrespect twitch stream im make communiti tha,0
"395",how to be a barbarian conan exil x rate,0
"396",i like video conan exil communiti stream let check out some cool stuff,1
"397",win steam code fe conan exil special thank to win follow,1
"398",live part conan exil part dead by daylight live,0
"399",i like video ps conan exil soulreav episod untamednl,1
"401",win steam code fe conan exil special thank to win follow,1
"402",thank everyon enter congrat win free code serial cleaner stay tune,1
"403",live part conan exil part dead by daylight live,0
"406",it anoth face cam friday guy come join fun new game call conan exil,1
"407",i like video conan exil communiti stream let check out some cool stuff,1
"411",i like video conan exil communiti stream let check out some cool stuff,1
"414",know show work conan exil team work can new eufr dio,1
"417",conan exil feat hannah tri out build in the arena,1
"418",it freecodefriday win conan exil steam fe orgin,1
"426",win steam code fe conan exil special thank to win follow,1
"427",ark need new textur build like way conan exil it make ark awesom,1
"428",fridayfeel it freecodefriday win conan exil steam fe,1
"437",i like video conan exil gameplay part the best armor yet,1
"439",forc prison to wear leather conan exil with bacon creepi,0
"440",i like video forc prison to wear leather conan exil with bacon creepi,0.5
