"","text","score"
"1",the king of fighter final fantasi vii gta san andrea twist metal megaman x,0
"2",might odd differ even but ill love tri king fighter rpg similar m,0.5
"3",super smash brother king fighter serious contend list outlier includ breath wild,0.25
"7",the king of fighter sunset rider need for speed most want gta san andrea top gear,1
"9",gun safeti mean exact confisc all gun away law abid citizen just deni gun all lunat like t,1
"12",i like video como baixar e instalar the king of fighter para pc atualizado,1
"13",megaman zero the king fighter the reveng shinobi gta iv assassin creed iv,0
"16",metal gear onlin the king fighter xiii street rage time crisi halo odst,0
"19",king fighter plus hack da zueira,0
"21",someon discord point releas land befor time sequel line releas main,0
"22",king deded fast one heavyweight fighter great recoveri super ultim,1
"23",i give debut episod kid classic my goal dad playtim show kid kind game i gr,1
"25",saint seiya god war age empir the king fighter dragon ball z budokai tenkaichi,1
"26",olha o velho super mario the king fighter xenogear tmnt arcad need speed,1
"27",the wonder doom mass effect trilog metal gear rise king fighter,0.5
"28",baioquechico buarqu dont stop believingjourney time like foo fighter fade blackmetallica king,1
"29",the king fighter xiii halo black op ii super smash bros wii u dragon ball rage blast,0.333333333333333
"31",yakuza no hero desper struggl persona the king fighter saint row third,1
"32",hello im here to say the ladi from king of fighter still fuck get to me,0
"33",king deded fast one heavyweight fighter great recoveri super ultim,1
"34",i give debut episod kid classic my goal dad playtim show kid kind game i gr,1
"36",i give debut episod kid classic my goal dad playtim show kid kind game th,1
"37",someon discord point releas land befor time sequel line releas main,0
"38",the king fighter super street fighter ii turbo mortal kombat ii super mario world donkey kong countri,1
"39",earthbound shadow colossus super mario world mario kart king fighter,1
"41",resid evil play the king fighter final fantasi super mario need speed underground,0.5
"42",castlevania symphoni night devil may cri the last us the king fighter megaman x,0
"47",i start game aca neogeo the king of fighter win,1
"48",super mario bros bayonetta chrono trigger the king fighter rockman x,1
"49",good thing sick past week i play mani game i havent tri yet retropi cour,0.5
"53",megaman x castlevania symphoni night street fighter ex the king fighter legend dragoon que,0
"57",castlevania symphoni night super metroid chrono trigger the king fighter wow,1
"58",i like video a história de the king fighter saga ash,1
"60",megaman x castlevania symphoni night the legend zelda breath wild pokemon crystal the king fi,0
"62",someon discord point releas land befor time sequel line releas main,0
"63",a yesterday work suit inspir in kazumi the king of fighter,1
"65",i like video street fighter vs mortal kombat vs the king fighter updat,1
"66",sunset rider final fantasi v call duti black op the king fighter um red dead redempt,0
"71",someon discord point releas land befor time sequel line releas main,0
"76",metal slug bayonetta the king fighter final fantasi rhythm heaven fever,0.333333333333333
"78",castlevania sotn yoshi island the neverhood hollow knight king fighter,0
"79",mai shiranui fatal furi the king of fighter cosplay anay stark cosplay photographi aojfoto cat,0
"80",sunset rider final fantasi v call duti black op the king fighter um red dead redempt,0
"84",someon discord point releas land befor time sequel line releas main,0
"88",metal gear solid monster hunter u skyrim batman return joker cadillac dinosaur the king fighter,0.333333333333333
"90",big shot fatal furi team the king of fighter ost,0
"91",the king fighter cool jam arashi saxophon arrang,0.5
"97",guardian hero street rage remak monster hunter seri street fighter seri ssf mv,0.333333333333333
"100",tale eternia street fighter alpha king fighter unlimit match the legend dragoon,0
"101",the nam phan jmma show josh barnett check interview current king pancras former ufc champion josh bar,1
"106",someon discord point releas land befor time sequel line releas main,0
"107",someon discord point releas land befor time sequel line releas main,0
"108",sophia tamilian studi canada shout fascist bjp govern flight the tamil nadu bjp chi,0
"109",i ad video playlist ao vivo fatal furi the king of fighter corno trigger,0
"111",legend zelda twilight princess street fighter v king fighter xiv monster hunter world legend z,0
"112",someon discord point releas land befor time sequel line releas main,0
"113",i like video the king of fighter destini tv comerci,1
"114",as promis back deliv epic news upcom king the iron fist tournament will,0
"115",someon discord point releas land befor time sequel line releas main,0
"117",someon discord point releas land befor time sequel line releas main,0
"118",someon discord point releas land befor time sequel line releas main,0
"119",as promis back deliv epic news upcom king the iron fist tournament will,0
"120",the beginn guid duck hunt king of fighter burnout reveng metal gear solid,1
"121",someon discord point releas land befor time sequel line releas main,0
"122",someon discord point releas land befor time sequel line releas main,0
