"","text","score"
"1",that remind i like someth street fighter anim movi o,1
"2",beat in my head ethnic houseedm remix street fighter iii strike what fuck ethnic houseedm you tryin hard,0
"3",the best pictur street fighter i ever seen,1
"4",tonight late stream street fighter v mp action see around pm pdt fun,1
"5",sound good though vagu familiar street fighter got street fighter x t,1
"6",game bare didnt make cut ultim marvel vs capcom tatsunoko vs capcom tekken tag tournament st,1
"7",street fighter ex darkstalk junk,0
"9",the best pictur street fighter i ever seen,1
"10",health handicap street fighter still beat im serious wait break someth,0
"12",diddi kong race marvel vs capcom infinit street fighter iii rd strike donkey kong countri super smash bros m,0.5
"13",episod the worst dlc costum street fighter v,0
"15",the best pictur street fighter i ever seen,1
"18",the best pictur street fighter i ever seen,1
"20",the best pictur street fighter i ever seen,1
"21",g vs shadaloo master balrog vega sagat e bison street fighter v gameplay,1
"22",the best pictur street fighter i ever seen,1
"23",the best pictur street fighter i ever seen,1
"25",the best pictur street fighter i ever seen,1
"27",those street fighter dhalsim sound effect case peopl wonder hes india like includ curri,1
"28",the best pictur street fighter i ever seen,1
"29",in clean sweep way grand final a huge congratul,1
"32",a closer look at mexico world champion street fighter cosplay,1
"34",the best pictur street fighter i ever seen,1
"35",the best pictur street fighter i ever seen,1
"36",castlevaina dawn sorrow danc danc revoluion street fighter alpha pokemon pearl super princess peach,0.75
"37",a closer look at mexico world champion street fighter cosplay,1
"38",the best pictur street fighter i ever seen,1
"39",and husband will jola ever street fighter busi protect marriag dude,1
"41",what fighter found carrier trap day jackson street knock death door,0
"43",capcom put oro street fighter v dick ball arent just chillin i refus acknowledg,0
"44",the best pictur street fighter i ever seen,1
"45",chrono trigger dragon age origin final fantasi street fighter alpha resid evil,0
"46",the best pictur street fighter i ever seen,1
"49",for peopl say rayman smash now caus help get news,0
"50",metal gear solid yakuza banjokazooi street fighter third strike falloutnew vega,0.5
"51",street fighter histori nintendo system popular street fighter game,1
"52",the best pictur street fighter i ever seen,1
"54",the best pictur street fighter i ever seen,1
"55",grim fandango street fighter alpha rockman starfox chrono trigger,0
"57",cloud game made switch franchis differ eco,0
"61",the best pictur street fighter i ever seen,1
"64",the best pictur street fighter i ever seen,1
"66",the best pictur street fighter i ever seen,1
"67",it like someon say i love street fighter i stand gameplay they,1
"68",listen ive logic concert now i just want say never disappoint mani artist can say ve pl,0
"69",i vote they train just hard,0
"70",world warcraft persona street fighter marvel vs capcom knight old republ this,1
"71",the best pictur street fighter i ever seen,1
"72",the best pictur street fighter i ever seen,1
"73",the best pictur street fighter i ever seen,1
"74",coron street fighter bomb until this top bomb,0.333333333333333
"77",the best pictur street fighter i ever seen,1
"78",curti mai o super street fighter,1
"83",i prais fight fighter enough a pitch perfect homag street fighter street rag,1
"84",wanna watch street fighteri want say good i bring anyway street fighter,1
"85",super street fighter x turbo tetri the grandmast final fight striker ii rtype,1
"86",dure dem rant smear kavanaugh hear keep mind photo cori booker photo a street smart drug d,0.333333333333333
"88",tale abyss street fighter iii rd strike pokemon heartgold yakuza silent hill,0.333333333333333
"89",the best pictur street fighter i ever seen,1
"92",the best pictur street fighter i ever seen,1
"93",the best pictur street fighter i ever seen,1
"94",the best pictur street fighter i ever seen,1
"97",snes lot game yoshi street fighter killer,0
"99",bayonetta kingdom heart pokemon soul silver doom street fighter iv,0
"100",smash bros final fantasi x xmen vs street fighter bustgroov pokemon fire red,0
"102",beavi butthead virtual stupid dark soul postal super street fighter ii gta v,0.333333333333333
"104",tonight late stream street fighter v mp action see around pm pdt fun,1
"105",the best pictur street fighter i ever seen,1
"106",frontlin woo riddim street fighter hard d doubl e goat,0.5
